!direction	0
!num_genes	500
!diffexp_method	chdir
!cutoff	500
!correction_method	None
!threshold	None
!organism	Mus musculus
!cell	Astrocytes
!perturbation	Dexamethasone
!disease	12 hr
!end_metadata
GALNT16	-0.024772
EIF4EBP1	0.024693
AHNAK	0.024276
AXL	-0.024263
PRDX5	0.024196
SF3B2	-0.024194
RABAC1	0.024144
MFN1	0.024091
DNTTIP1	-0.024089
BTBD1	-0.024047
RAB32	-0.023967
SCARA3	-0.023939
CHMP4B	0.023887
RHOB	0.023826
PHF5A	-0.023784
NUDT4	0.023704
CGGBP1	-0.023617
LIMCH1	0.023568
ANAPC16	0.023548
RHOU	0.023524
MAP1LC3B	0.023453
RPL9	-0.023443
POLR2L	0.023437
ACLY	-0.023425
PSMB1	-0.023412
MCM5	-0.023349
SPSB1	0.023346
RPL26	0.023333
ACTB	0.023158
DDIT4L	-0.023052
PTRF	0.023029
FERMT2	-0.022995
GLUL	0.022962
TAX1BP3	0.022927
PLEKHA2	0.022856
PID1	-0.022846
LLGL2	0.022732
RPS8	-0.022727
DIRAS2	-0.022706
HSPB6	0.022583
CBFB	-0.022570
NDUFA13	-0.022430
FBXO2	0.022411
CDKN1A	0.022351
RPL23	0.022328
PAIP2	0.022323
TMEM160	0.022262
NDUFA7	-0.022247
SORL1	-0.022224
TTC3	-0.022156
MIEN1	-0.022134
NGFRAP1	-0.022129
BHLHB9	-0.022006
VIMP	0.022002
EVI5	-0.021998
EFEMP2	-0.021984
VCL	-0.021931
VPS28	-0.021871
EIF5	0.021829
CD164	0.021696
MRPS6	-0.021686
C19orf43	-0.021648
TUBB6	-0.021630
PBK	-0.021607
TANGO2	0.021550
EEF1G	-0.021532
SCG3	-0.021390
UQCR11	-0.021368
FARSB	-0.021351
C9orf16	0.021338
TMEM50A	0.021321
NDUFV1	-0.021154
CHST2	0.021073
RPL10A	-0.021070
P4HB	-0.021067
ATPIF1	-0.021000
VASN	0.020993
SKP1	0.020965
ATP5G3	0.020945
RPS4Y1	-0.020923
GSTM1	0.020755
ITIH3	-0.020701
PACS2	-0.020562
CTNNAL1	-0.020490
CYB5A	0.020467
PIP4K2A	-0.020439
WDR6	-0.020424
ATP1B3	0.020371
MYO9B	-0.020363
HSP90B1	0.020320
CENPA	0.020263
SELK	0.020153
MRPL30	-0.020133
FKBP9	-0.020077
SLC39A12	0.020037
MAGED1	-0.019934
SFXN1	-0.019899
ATF5	0.019888
H2AFZ	-0.019861
SEPN1	-0.019822
VDAC3	0.019800
NT5C	0.019768
TXNDC5	-0.019725
PRPS1	0.019674
PSD2	-0.019654
LPAR1	-0.019634
SQSTM1	0.019632
RPN2	-0.019552
XBP1	0.019496
RAMP2	0.019474
GNAI2	-0.019432
MNS1	-0.019425
CKAP5	-0.019422
SDC4	0.019371
HDC	0.019366
IMP3	0.019345
RND3	0.019299
KLF6	0.019257
RSPH4A	-0.019212
WWC1	0.019195
PAPSS2	0.019097
GOT1L1	0.019092
TRIM28	-0.019076
GAB1	-0.019051
SERPINF1	0.019017
SERPINA3	0.019012
FCHSD2	-0.018971
RGS17	0.018940
TRAF3	-0.018920
RPS12	-0.018904
FMOD	0.018874
CDK6	-0.018864
SNX18	-0.018838
MEST	-0.018798
NDUFA9	-0.018757
PGP	-0.018745
ARGLU1	-0.018737
PABPN1	-0.018731
HADHB	0.018686
HIST1H2BL	0.018680
PDIA3	0.018604
MXRA8	0.018599
SLC3A2	0.018512
TSTA3	-0.018498
GJB6	0.018460
TMED10	-0.018438
RRAS2	0.018418
METRN	-0.018323
GFAP	-0.018312
FNTB	-0.018301
RPL3	-0.018289
NCAN	-0.018259
UQCR10	-0.018206
CMTR1	-0.018188
IFITM2	0.018128
PDLIM2	0.018119
CDV3	-0.018055
HTRA1	0.017927
MSH6	-0.017922
PMP22	0.017919
SMC5	0.017913
PPP1R18	-0.017875
CORO1C	0.017833
S100A6	0.017796
VAMP3	-0.017700
ITGB5	0.017609
IRS2	0.017604
PDGFA	0.017533
APEH	-0.017512
CTNNBIP1	-0.017433
EXT1	-0.017393
ARNTL	0.017386
PEA15	0.017336
SEC11A	0.017319
CHI3L1	0.017306
TIMP4	0.017263
RPL35	-0.017239
SIVA1	-0.017210
SSU72	0.017184
BSCL2	-0.017172
RPS6	0.017100
VPS35	-0.017012
PSMB6	-0.017010
TAX1BP1	-0.017007
CDKN2B	0.016998
EPDR1	-0.016937
COL16A1	-0.016920
RPL22	-0.016890
ZCCHC18	-0.016885
NEDD8	-0.016839
RALBP1	0.016811
CSTF3	0.016774
HYAL2	-0.016760
RAB5C	0.016755
WBP1L	0.016656
CCT8	-0.016571
RPS3	0.016569
CITED2	0.016542
CDH4	-0.016511
COX6A1	0.016462
TMEM184B	-0.016455
FNBP1	-0.016442
SYVN1	0.016434
PRMT2	-0.016311
NPC2	0.016298
GINM1	0.016273
HDGF	0.016272
CYP4V2	0.016217
UBL5	0.016188
IL11RA	0.016176
TRIL	-0.016174
PPP1CB	0.016145
TMEM108	-0.016131
LDHA	0.016111
PSMB7	0.016104
UROD	-0.016062
GLT8D1	-0.016046
EIF4A1	0.016025
EEF1B2	0.016019
AREL1	-0.015965
FZD7	0.015958
TCF19	-0.015891
KLF13	0.015879
GM2A	-0.015876
ZIC3	0.015838
IGDCC4	-0.015836
DCAKD	-0.015795
GDE1	-0.015769
KLHDC10	-0.015723
BDH2	-0.015672
SH3BP5L	0.015627
KIF1A	0.015605
KLF7	0.015597
PTER	-0.015580
FLVCR1	-0.015577
ANXA11	0.015497
STARD8	-0.015411
FKBP1A	0.015372
HIST1H2AM	-0.015360
COPA	-0.015357
SSR4	-0.015342
PTK2	-0.015319
MYO6	-0.015315
SH3BGRL3	-0.015309
