!direction	0
!num_genes	500
!diffexp_method	chdir
!cutoff	500
!correction_method	None
!threshold	None
!organism	Mus musculus
!cell	Astrocytes
!perturbation	Dexamethasone
!disease	4 hr
!end_metadata
PRPS1	0.028249
HS3ST1	0.028209
DBNDD2	-0.028165
OSBPL9	0.027529
TNFRSF12A	-0.027488
DAZAP2	0.027373
CLIC4	0.027347
MAT2A	0.027321
RPS8	-0.027227
ELOVL5	0.027084
MIDN	-0.026906
PSAT1	0.026692
RPL12	-0.026681
MCL1	0.026675
SCD	0.026640
ATP5B	-0.026626
ST5	-0.026624
MFN1	0.026598
CBFB	-0.026551
GLUL	0.026464
FXYD6	-0.026444
NUDT9	0.026426
NREP	-0.026406
AGRN	-0.026093
MRPL33	-0.026048
PTX3	-0.025937
SPHK1	0.025820
RGMA	-0.025774
HIGD2A	0.025722
SLC45A3	0.025660
NFE2L1	-0.025657
IRF2BPL	-0.025655
SQLE	-0.025631
FAM173A	-0.025624
PYGB	-0.025610
TRAF3	-0.025543
ATP1B1	0.025203
EGR1	-0.025167
FEZ1	-0.025124
WISP2	-0.025054
NRN1	-0.025027
RASSF4	0.024980
PPP1R3C	-0.024910
CDR2	0.024832
FBXO2	0.024768
TCF7L1	-0.024738
PSMD4	0.024686
LDHA	-0.024676
LUZP1	0.024630
HDC	0.024562
EML1	-0.024481
ADAMTS9	0.024457
CSF1	-0.024371
C1orf198	-0.024194
PRMT2	-0.024092
PEX11A	0.024038
H2AFZ	-0.023928
MGST1	0.023630
OMD	0.023459
HIST1H2AJ	0.023452
CSTF3	0.023422
TPBG	-0.023241
WBP1L	0.023219
CD9	-0.023032
TCF4	0.022971
STARD8	-0.022918
KLF7	0.022878
WBP5	-0.022876
SLC6A6	-0.022674
TUBA1A	-0.022299
CLTB	0.022269
TUBB4B	-0.022253
ZNF579	-0.022232
EIF5	0.022219
EEF1G	-0.022127
CDCA7	-0.022122
CCNG1	0.022002
GPT2	0.021920
SOX21	-0.021832
BHLHE40	-0.021792
HDGFRP2	0.021761
PSMB6	-0.021758
OTX1	-0.021612
PDPN	-0.021604
MSMO1	-0.021598
ARMCX2	-0.021590
ARHGEF18	-0.021491
FSTL1	-0.021450
MYL6	-0.021438
TBCA	-0.021414
HTRA1	0.021404
ALDH6A1	0.021377
CHCHD1	-0.021284
SLC25A18	-0.021234
DENND2A	0.021203
PHLDA1	-0.021161
FAM134B	0.021040
PDGFB	-0.021018
WSB2	-0.020993
MIF	-0.020987
CTNNA1	0.020824
SLC12A2	0.020819
ANAPC16	0.020724
RNF187	0.020639
MRPS6	-0.020588
MAGED2	-0.020569
PHACTR4	0.020556
ST6GALNAC2	0.020530
PPIA	-0.020386
GOT1L1	0.020309
TAX1BP1	0.020298
COX5A	0.020122
ADNP	-0.020101
NDUFA13	0.020057
RND3	-0.020035
PIK3R1	0.019916
SMOX	0.019903
NXN	0.019901
MRPL30	-0.019863
TMEM109	-0.019859
RPN2	-0.019842
MRPS24	-0.019730
LPAR4	-0.019725
MEST	-0.019686
RAB32	-0.019685
SYTL2	-0.019572
PPP1R18	-0.019540
HSPB1	0.019526
ID2	-0.019506
EPHX1	-0.019358
ADIPOR2	0.019339
FGFR2	-0.019313
TNFAIP1	-0.019286
SEPT11	-0.019098
CDC42EP4	-0.019085
DMRTA2	-0.019033
LHFP	0.018962
FLVCR1	-0.018905
PPP1CA	-0.018899
TCEAL5	-0.018754
HSPG2	-0.018688
MSH6	-0.018660
SERPINH1	-0.018628
SYDE1	-0.018412
BAG3	-0.018406
PRELP	0.018398
ZC2HC1A	-0.018364
FJX1	-0.018309
DCTN3	0.018302
CDK6	-0.018271
GSPT1	-0.018253
PGS1	-0.018234
NT5DC2	0.018112
TNS1	0.018110
FCHSD2	-0.018083
PDE1B	-0.018053
VIMP	0.018028
AHNAK	-0.017995
MRPL22	-0.017983
CEMIP	-0.017981
FGFBP3	-0.017925
LRRN3	-0.017916
BMPR1A	-0.017911
IGFBP2	-0.017823
RGCC	0.017753
TMEM108	-0.017687
RPL35	-0.017647
NDRG1	0.017629
PAPSS2	0.017618
YWHAH	-0.017451
MAPK4	0.017404
C6orf203	-0.017347
NDUFA4	-0.017303
LRIG1	-0.017273
KIAA0247	0.017231
ZNF362	-0.017229
KDM7A	0.017220
NCALD	-0.017218
PCBP1	-0.017188
MRAS	-0.017156
TCEAL8	-0.017145
EIF4H	-0.017143
IL11RA	0.017098
KDM1A	-0.017030
VIM	-0.017022
LMNA	-0.017001
PIK3CB	-0.016948
CSTB	-0.016917
SIVA1	-0.016884
FGFRL1	-0.016770
LOXL1	-0.016767
PSMD1	0.016764
COTL1	0.016756
UQCRHL	0.016721
TSPAN14	-0.016586
RPS3	0.016492
LITAF	-0.016410
SERINC1	0.016394
HSD17B7	0.016341
MAP3K6	0.016335
SSTR2	-0.016306
HSP90AB1	-0.016285
OSBPL3	-0.016222
ATP6AP1	0.016201
CYB561	0.016160
DLG5	0.016135
MAGEE1	-0.016106
EIF5A	-0.016100
CCND2	-0.016089
CCDC23	-0.015930
C1orf21	0.015830
STK40	-0.015813
P4HB	-0.015747
PEA15	-0.015747
LRPAP1	0.015713
GABARAPL1	0.015687
OLIG1	-0.015681
RABAC1	0.015659
LDOC1L	-0.015626
LIMS2	0.015600
TMEM43	-0.015498
RPS7	0.015497
GOLM1	0.015494
SUDS3	-0.015402
DYNLL1	-0.015313
ZYX	0.015305
TMEM55A	-0.015292
PTK2	-0.015259
ZCCHC24	-0.015248
RBPMS	0.015236
RNF130	0.015146
ATP5J2	-0.015113
UAP1	0.015083
FZD1	0.015077
TULP4	-0.015068
PDLIM7	-0.015043
GDF1	-0.015006
FTL	-0.014959
ZNF219	-0.014926
EFEMP2	-0.014910
TST	-0.014907
STAB1	0.014868
TSPAN3	0.014849
ARHGEF4	0.014793
STAU1	0.014774
ZCCHC18	-0.014736
PGPEP1	-0.014706
B2M	-0.014668
IGFBP5	-0.014668
EGFR	0.014566
HYAL2	-0.014545
MYADM	-0.014525
ARNTL	-0.014500
GDE1	0.014498
RASA1	-0.014485
METRN	-0.014451
NDUFA10	0.014375
TRIM28	-0.014340
CD151	-0.014221
ITGB5	-0.014217
KDM3A	0.014161
RTN1	-0.014097
NID2	-0.014085
IER3	-0.014059
PTER	-0.014007
RPS21	-0.013985
RPS2	-0.013946
GJA1	0.013911
PIK3R3	-0.013905
LRP10	-0.013880
OAT	-0.013841
ATP1B2	0.013811
EGR2	0.013804
RPLP2	0.013775
SMC5	0.013755
IMP3	0.013657
GM2A	-0.013653
PHC2	-0.013649
PHPT1	0.013634
NDUFA7	0.013633
TUBB	-0.013581
CLPTM1L	-0.013535
TRIB2	-0.013530
CYP51A1	-0.013519
UTP11L	-0.013493
NDRG2	0.013461
AKR1A1	-0.013458
SEPW1	0.013441
MEIS2	-0.013427
RPS4Y1	0.013423
GAPDH	-0.013375
LGMN	0.013358
PARD6G	-0.013333
ACOT11	0.013328
PRKCDBP	-0.013307
SLC35B1	0.013299
CSRP1	0.013293
COL8A1	-0.013285
CHI3L1	0.013249
PYGO2	-0.013212
ATF4	-0.013208
CAPNS1	0.013205
PPP4C	-0.013192
LOC728392	-0.013188
ACER3	0.013131
YWHAZ	-0.013076
AGFG2	0.013069
DCLK3	0.013060
MBD1	0.013060
CDC37L1	0.013048
RAB4A	0.013005
SGCB	0.012995
TOB2	0.012970
FZD5	-0.012963
ARSI	-0.012958
SEPT2	-0.012948
WASF1	-0.012948
CABLES1	0.012893
LPAR1	-0.012885
NR2E1	-0.012877
LARP4B	0.012864
FAT1	0.012802
GPR85	-0.012774
PRC1	0.012753
SLC35F3	0.012746
HINT1	-0.012727
ADCY8	-0.012715
VPS37B	-0.012714
PGM1	-0.012678
BDH2	0.012673
EDNRB	-0.012671
C20orf27	-0.012669
REEP5	0.012655
