	GeneSymbol	ENS96	baseMean	log2FoldChange(Ctr/Dexa)	lfcSE	stat	pvalue	padj
ENSMUSG00000000168	Dlat	ENSMUSG00000000168	1956.06343298732	0.0967232055461855	0.154478373199909	0.626127810272945	0.531231112448878	0.999923294692819
ENSMUSG00000000171	Sdhd	ENSMUSG00000000171	3700.82986944233	-0.114868287033138	0.192568797737594	-0.59650518870489	0.550837788615615	0.999923294692819
ENSMUSG00000000184	Ccnd2	ENSMUSG00000000184	15262.3404494204	-0.00761231228634449	0.42241435931561	-0.0180209600324143	0.985622132437567	0.999923294692819
ENSMUSG00000000194	Gpr107	ENSMUSG00000000194	2546.27751934451	0.00925006870855195	0.116731966353613	0.079241950577025	0.936840177745276	0.999923294692819
ENSMUSG00000000197	Nalcn	ENSMUSG00000000197	3714.82001162715	0.129489745502921	0.45861537301861	0.282349334804498	0.777675660023561	0.999923294692819
ENSMUSG00000000202	Btbd17	ENSMUSG00000000202	688.154822034021	0.436594182716489	0.729724871717573	0.598299714917028	0.549639966798772	0.999923294692819
ENSMUSG00000000223	Drp2	ENSMUSG00000000223	529.047027095426	0.108439285011149	0.251753779506057	0.430735479816463	0.666660717805959	0.999923294692819
ENSMUSG00000000244	Tspan32	ENSMUSG00000000244	25.3804890518651	0.130861217622064	0.34563760289077	0.378608162212662	0.704978860076042	0.999923294692819
ENSMUSG00000000247	Lhx2	ENSMUSG00000000247	593.392760678626	-0.0153432437989317	0.344083001196416	-0.0445916937064065	0.964432763537701	0.999923294692819
ENSMUSG00000000253	Gmpr	ENSMUSG00000000253	588.718514760953	0.0375997791226631	0.198470925304169	0.189447290906913	0.849742262696584	0.999923294692819
ENSMUSG00000000266	Mid2	ENSMUSG00000000266	433.489318356933	0.170910745744431	0.471278622405808	0.362653295988595	0.716863892206441	0.999923294692819
ENSMUSG00000000275	Trim25	ENSMUSG00000000275	275.883530242863	0.191727082180578	0.172988536073307	1.10832247345761	0.267722573149174	0.999923294692819
ENSMUSG00000000276	Dgke	ENSMUSG00000000276	629.025396880935	0.0706544718060536	0.16826391949406	0.419902686318607	0.674556545259891	0.999923294692819
ENSMUSG00000000278	Scpep1	ENSMUSG00000000278	1020.17895888083	-0.185076583267315	0.251253323281934	-0.736613473803245	0.461357438845349	0.999923294692819
ENSMUSG00000000282	Mnt	ENSMUSG00000000282	297.008274527004	0.430346840240906	0.337661641696789	1.27449134606573	0.202489337673936	0.999923294692819
ENSMUSG00000000295	Hddc2	ENSMUSG00000000295	494.532758600644	-0.0597763974575631	0.126559737812576	-0.472317646122866	0.636700076789001	0.999923294692819
ENSMUSG00000000296	Tpd52l1	ENSMUSG00000000296	72.6198527076247	-0.129009219044405	0.284050857841411	-0.454176481017466	0.649701809417578	0.999923294692819
ENSMUSG00000000301	Pemt	ENSMUSG00000000301	138.086435389733	0.0970050716162097	0.224090985153814	0.432882525593906	0.665100115525547	0.999923294692819
ENSMUSG00000000305	Cdh4	ENSMUSG00000000305	3396.86329694152	-0.0781754215310129	0.318986804803588	-0.245074154647709	0.806399014394422	0.999923294692819
ENSMUSG00000000308	Ckmt1	ENSMUSG00000000308	272.081334886326	0.383584877640394	0.258172084156233	1.48577209226179	0.13733941429141	0.999923294692819
ENSMUSG00000000317	Bcl6b	ENSMUSG00000000317	79.5285537175674	0.200014443278936	0.381039713885891	0.524917576803644	0.599640490024332	0.999923294692819
ENSMUSG00000000320	Alox12	ENSMUSG00000000320	6.48875883026712	-0.0546888962454666	0.552720304806286	-0.0989449741033734	0.92118195991072	0.999923294692819
ENSMUSG00000000325	Arvcf	ENSMUSG00000000325	2576.5769371205	0.471476206122453	0.119064364433936	3.95984313496301	7.49990109670911e-05	0.0199707732252004
ENSMUSG00000000326	Comt	ENSMUSG00000000326	1756.54284778244	0.154502994293203	0.10244741653001	1.50811996560151	0.131523826138895	0.999923294692819
ENSMUSG00000000339	Rtca	ENSMUSG00000000339	1404.24747653576	0.019480131414491	0.170224252968366	0.114438049072309	0.908890553304119	0.999923294692819
ENSMUSG00000000340	Dbt	ENSMUSG00000000340	1580.06640448577	-0.0453280909230682	0.103908250762535	-0.436231873700367	0.662668504478177	0.999923294692819
ENSMUSG00000000346	Dazap2	ENSMUSG00000000346	3895.18257473521	0.0719756984899628	0.0948163170849813	0.759106667531212	0.447788750963259	0.999923294692819
ENSMUSG00000000355	Mcts1	ENSMUSG00000000355	323.872148183005	0.253590986111897	0.141319075530637	1.79445687115976	0.0727402765876141	0.999923294692819
ENSMUSG00000000365	Rnf17	ENSMUSG00000000365	2.81484057701883	0.0845613487500259	0.842969272406162	0.100313678704628	0.92009529823399	0.999923294692819
ENSMUSG00000000374	Trappc10	ENSMUSG00000000374	3606.07322455038	0.0366257144849716	0.0676097626914751	0.541722275407273	0.588009842036872	0.999923294692819
ENSMUSG00000000378	Ccm2	ENSMUSG00000000378	1253.01589275121	-0.0650048128475883	0.227183011575466	-0.28613412770961	0.774775393641717	0.999923294692819
ENSMUSG00000000384	Tbrg4	ENSMUSG00000000384	1423.5579105281	-0.0402302243992028	0.265184383007152	-0.151706612369092	0.879418341627004	0.999923294692819
ENSMUSG00000000385	Tmprss2	ENSMUSG00000000385	57.6994799715304	0.40795316631471	0.734079101865974	0.555734613991494	0.578392290199337	0.999923294692819
ENSMUSG00000000386	Mx1	ENSMUSG00000000386	2.15717405547777	-0.902755553723362	1.29250161103137	-0.698456037515492	0.484892042018082	0.999923294692819
ENSMUSG00000000392	Fap	ENSMUSG00000000392	2.27759509823558	0.20952145424661	1.57370342516354	0.133139097809892	0.894083374792652	0.999923294692819
ENSMUSG00000000399	Ndufa9	ENSMUSG00000000399	3925.60230605167	-0.0945715030215709	0.16607910492376	-0.569436492718242	0.569059957499655	0.999923294692819
ENSMUSG00000000402	Egfl6	ENSMUSG00000000402	20.9236216404994	-0.133415159291202	0.431970505768485	-0.308852473744366	0.757433750846507	0.999923294692819
ENSMUSG00000000409	Lck	ENSMUSG00000000409	9.58829323528211	-0.169424571640667	0.7068968872826	-0.239673670500878	0.810583247978545	0.999923294692819
ENSMUSG00000000411	Tssk3	ENSMUSG00000000411	2.55189719699246	-0.16045862492665	0.85187689069176	-0.188358936226514	0.850595287627082	0.999923294692819
ENSMUSG00000000416	Cttnbp2	ENSMUSG00000000416	2222.53106599654	0.120527932350087	0.193321703393894	0.62345784376062	0.532983696602682	0.999923294692819
ENSMUSG00000000420	Galnt1	ENSMUSG00000000420	4020.49042205489	-0.00555643592494068	0.137074457491206	-0.0405358957944237	0.967665889842913	0.999923294692819
ENSMUSG00000000439	Mkrn2	ENSMUSG00000000439	1450.3665221329	0.0355280447133293	0.21111449984086	0.168288036776776	0.866356684911652	0.999923294692819
ENSMUSG00000000440	Pparg	ENSMUSG00000000440	2.31195651857059	0.0729096916698976	1.26823819616635	0.0574889574295195	0.954155702256364	0.999923294692819
ENSMUSG00000000441	Raf1	ENSMUSG00000000441	6505.59652311857	-0.0759954258119066	0.0676695534616732	-1.12303719951321	0.261421695888968	0.999923294692819
ENSMUSG00000000486	Sept1	ENSMUSG00000000486	47.7858645054158	-0.0808445860936769	0.234857411276741	-0.344228379484327	0.73067454123097	0.999923294692819
ENSMUSG00000000489	Pdgfb	ENSMUSG00000000489	5.90673250235791	-1.27539453728641	1.41468891319096	-0.901537097940238	0.367302818379874	0.999923294692819
ENSMUSG00000000530	Acvrl1	ENSMUSG00000000530	8.12842366373622	0.0938148708583131	0.796818925618194	0.117736750273004	0.906276246773361	0.999923294692819
ENSMUSG00000000531	Grasp	ENSMUSG00000000531	83.8916768779843	-0.293262154324883	0.218072532460617	-1.34479180397396	0.178692477790587	0.999923294692819
ENSMUSG00000000532	Acvr1b	ENSMUSG00000000532	1270.74334213915	0.016615997296731	0.164367331297606	0.101090631365462	0.919478515034691	0.999923294692819
ENSMUSG00000000538	Tom1l2	ENSMUSG00000000538	1807.70697619214	0.154035222038024	0.112528485973252	1.3688553676501	0.171044489605128	0.999923294692819
ENSMUSG00000000544	Gpa33	ENSMUSG00000000544	2.16234197882561	1.2498456211162	1.17966593098095	1.05949115617579	0.289376154795109	0.999923294692819
ENSMUSG00000000552	Zfp385a	ENSMUSG00000000552	290.110478085857	-0.0131063066719082	0.178569650239361	-0.0733960482889453	0.941490962124605	0.999923294692819
ENSMUSG00000000555	Itga5	ENSMUSG00000000555	150.230794213183	-0.410493211208428	0.494042877352864	-0.830885799645357	0.406038146437946	0.999923294692819
ENSMUSG00000000560	Gabra2	ENSMUSG00000000560	418.467311107731	0.232058238484027	0.24386773538595	0.951574172437229	0.341312985205646	0.999923294692819
ENSMUSG00000000561	Wdr77	ENSMUSG00000000561	3246.91975641222	-0.130804696818012	0.109245294134387	-1.19734857097921	0.231170720227256	0.999923294692819
ENSMUSG00000000563	Atp5f1	ENSMUSG00000000563	7933.06331903712	-0.0824481125961896	0.112900513824266	-0.730272253007838	0.465223785176583	0.999923294692819
ENSMUSG00000000567	Sox9	ENSMUSG00000000567	1544.43325694922	-0.0612848359517599	0.280008971034267	-0.218867401731425	0.826753340464301	0.999923294692819
ENSMUSG00000000568	Hnrnpd	ENSMUSG00000000568	3032.87115392778	-0.0567476309529221	0.114071332145617	-0.49747495611326	0.618854159192757	0.999923294692819
ENSMUSG00000000579	Dynlt1c	ENSMUSG00000000579	881.390502879688	0.0634755931704684	0.231330502874207	0.274393529525093	0.783782214956007	0.999923294692819
ENSMUSG00000000581	C1d	ENSMUSG00000000581	936.481579291465	-0.0402636295293724	0.0941377703094248	-0.42770961535448	0.668862548530149	0.999923294692819
ENSMUSG00000000594	Gm2a	ENSMUSG00000000594	5843.03144852589	0.484538999904917	0.128223123568873	3.77887378203397	0.000157539245696927	0.0386502183122742
ENSMUSG00000000600	Krit1	ENSMUSG00000000600	2019.47582493506	0.0304538202120336	0.123908020541241	0.245777634724603	0.805854371004946	0.999923294692819
ENSMUSG00000000605	Clcn4	ENSMUSG00000000605	5231.34663079694	0.0802760246847512	0.147167363116331	0.545474370029283	0.585427303315172	0.999923294692819
ENSMUSG00000000627	Sema4f	ENSMUSG00000000627	55.0600704735312	0.438488974213396	0.527844242307396	0.830716599837491	0.406133746516511	0.999923294692819
ENSMUSG00000000628	Hk2	ENSMUSG00000000628	732.20309036799	-0.214929335738697	0.18666009307165	-1.15144770476567	0.249548097724727	0.999923294692819
ENSMUSG00000000631	Myo18a	ENSMUSG00000000631	6285.60745833411	0.125058320612448	0.290587728016506	0.430363393065742	0.666931319847984	0.999923294692819
ENSMUSG00000000632	Sez6	ENSMUSG00000000632	843.962561468088	0.149521480476812	0.309085425763668	0.483754548139512	0.628560075534283	0.999923294692819
ENSMUSG00000000686	Abhd15	ENSMUSG00000000686	233.631740066134	-0.0552917475914375	0.361000045216099	-0.153162716526363	0.878269958609256	0.999923294692819
ENSMUSG00000000693	Loxl3	ENSMUSG00000000693	379.088309856685	-0.0887287485304432	0.150628308631259	-0.589057590413849	0.555822641362893	0.999923294692819
ENSMUSG00000000706	Btn1a1	ENSMUSG00000000706	4.41592367715056	0.530540321829307	0.726918570206893	0.729848353823602	0.465482884188613	0.999923294692819
ENSMUSG00000000708	Kat2b	ENSMUSG00000000708	1024.61100386465	0.172988374250941	0.135301306550408	1.27854178693013	0.201058460683957	0.999923294692819
ENSMUSG00000000711	Rab5b	ENSMUSG00000000711	3990.64047656696	-0.0461790751748462	0.188797655236562	-0.24459559689438	0.806769573692384	0.999923294692819
ENSMUSG00000000724	Cryba1	ENSMUSG00000000724	8.22530717698157	0.371735029001651	0.558847331079106	0.665181720173645	0.50593427089357	0.999923294692819
ENSMUSG00000000732	Icosl	ENSMUSG00000000732	35.8943047803498	-0.0229820541118189	0.43286753761891	-0.0530925794025514	0.957658143894529	0.999923294692819
ENSMUSG00000000738	Spg7	ENSMUSG00000000738	2750.25213854427	-0.00848431562582425	0.151656772365285	-0.0559441922276224	0.955386265626759	0.999923294692819
ENSMUSG00000000739	Sult5a1	ENSMUSG00000000739	3.07773891556943	0.956362798348862	1.1523780182399	0.829903714936856	0.406593224343491	0.999923294692819
ENSMUSG00000000740	Rpl13	ENSMUSG00000000740	11273.9755644084	-0.140809694875137	0.147109525583955	-0.957175915809597	0.338478471091643	0.999923294692819
ENSMUSG00000000743	Chmp1a	ENSMUSG00000000743	3125.1013374466	0.0139847416740151	0.1293301289353	0.108132125044205	0.913890885449011	0.999923294692819
ENSMUSG00000000751	Rpa1	ENSMUSG00000000751	3683.94030686673	-0.222909053865501	0.433684243625093	-0.513989284005897	0.607259482779309	0.999923294692819
ENSMUSG00000000753	Serpinf1	ENSMUSG00000000753	24.0722870495437	-0.0420727129208523	0.657283685621114	-0.0640099759681313	0.9489622834257	0.999923294692819
ENSMUSG00000000759	Tubgcp3	ENSMUSG00000000759	2539.35285810659	-0.0549970900813821	0.0884943318431607	-0.621475849762378	0.534286579558232	0.999923294692819
ENSMUSG00000000776	Polr3d	ENSMUSG00000000776	687.010104603897	0.00630862244548876	0.148172758762251	0.0425761286905049	0.966039424776029	0.999923294692819
ENSMUSG00000000782	Tcf7	ENSMUSG00000000782	60.3128349088878	-0.0060104935262826	0.214577656103384	-0.0280108080003761	0.977653530992336	0.999923294692819
ENSMUSG00000000787	Ddx3x	ENSMUSG00000000787	16578.6802902756	-0.119277119161335	0.0479034519805144	-2.48994830706258	0.0127761676107672	0.885611491368579
ENSMUSG00000000791	Il12rb1	ENSMUSG00000000791	1.94060288656699	1.26282882783949	1.39795021411833	0.903343205706319	0.366343772503313	0.999923294692819
ENSMUSG00000000792	Slc5a5	ENSMUSG00000000792	13.4209284659755	0.364497618797386	0.41253679952683	0.883551768510001	0.376938225137303	0.999923294692819
ENSMUSG00000000794	Kcnn3	ENSMUSG00000000794	285.084549973138	0.0534531732464088	0.407993428636872	0.131014789686684	0.895763607774303	0.999923294692819
ENSMUSG00000000804	Usp32	ENSMUSG00000000804	3301.81094750243	-0.0834157645980413	0.233445682347942	-0.357324083954199	0.72084920212381	0.999923294692819
ENSMUSG00000000811	Txnrd3	ENSMUSG00000000811	241.082078652171	-0.124967636496563	0.209937346139749	-0.59526158063071	0.551668632799135	0.999923294692819
ENSMUSG00000000817	Fasl	ENSMUSG00000000817	3.29063541659246	0.250235564799933	1.11098390166451	0.225237795457721	0.82179428823991	0.999923294692819
ENSMUSG00000000823	Zfp512b	ENSMUSG00000000823	3114.3380336369	-0.0617625634885213	0.224661144554764	-0.274914309774942	0.78338207298303	0.999923294692819
ENSMUSG00000000826	Dnajc5	ENSMUSG00000000826	6978.16340989657	-0.0426061507002746	0.134182366007508	-0.317524216989069	0.750845866951656	0.999923294692819
ENSMUSG00000000827	Tpd52l2	ENSMUSG00000000827	2868.43154057061	0.0231758470880815	0.0984224663361195	0.235473138916621	0.813841524813223	0.999923294692819
ENSMUSG00000000838	Fmr1	ENSMUSG00000000838	3802.3263076405	-0.0251434173159959	0.158364744635618	-0.158769032677371	0.873850847634866	0.999923294692819
ENSMUSG00000000861	Bcl11a	ENSMUSG00000000861	165.978115445518	0.160853556892234	0.282356952899514	0.56968158651818	0.568893681195081	0.999923294692819
ENSMUSG00000000869	Il4	ENSMUSG00000000869	5.05296344445009	1.00497294179336	0.727783305897921	1.38086836239456	0.167319439191351	0.999923294692819
ENSMUSG00000000876	Pxmp4	ENSMUSG00000000876	227.520634909438	-0.0583861229924148	0.244174723991875	-0.239116162549067	0.811015509352975	0.999923294692819
ENSMUSG00000000881	Dlg3	ENSMUSG00000000881	1839.3411805295	0.106432368399712	0.223555677905445	0.476088862501309	0.634011071293328	0.999923294692819
ENSMUSG00000000884	Gnb1l	ENSMUSG00000000884	116.313368620964	-0.329806304242546	0.34984829381864	-0.942712341519999	0.345828058991096	0.999923294692819
ENSMUSG00000000901	Mmp11	ENSMUSG00000000901	51.3844006447722	-0.33899712306345	0.335266933088501	-1.01112603005786	0.311956113341961	0.999923294692819
ENSMUSG00000000902	Smarcb1	ENSMUSG00000000902	4199.56226695064	-0.0688069481489002	0.0827813585848208	-0.831188921336656	0.405866912368918	0.999923294692819
ENSMUSG00000000915	Hip1r	ENSMUSG00000000915	3846.54031493941	-0.0862154973666763	0.506508966386629	-0.170215145413371	0.864840941210489	0.999923294692819
ENSMUSG00000000916	Nsun5	ENSMUSG00000000916	548.164606611889	0.0232532710533256	0.13321544714967	0.174553864066531	0.8614302030375	0.999923294692819
ENSMUSG00000000934	Top1mt	ENSMUSG00000000934	65.215113334994	-0.0509241860761485	0.362811800063349	-0.140359784514332	0.888375730556016	0.999923294692819
ENSMUSG00000000942	Hoxa4	ENSMUSG00000000942	4.15511326721068	0.05220328102002	0.806564078242348	0.0647230423821757	0.948394516117621	0.999923294692819
ENSMUSG00000000948	Gm38393	ENSMUSG00000000948	808.967820131618	0.173013815742945	0.134192460452141	1.2892960987525	0.197295166749907	0.999923294692819
ENSMUSG00000000957	Mmp14	ENSMUSG00000000957	919.674452980978	-0.172161416086508	0.376374120657929	-0.457420971945569	0.647368493213329	0.999923294692819
ENSMUSG00000000958	Slc7a7	ENSMUSG00000000958	20.6171476498684	-0.164680717895455	0.321611450836999	-0.512048676957462	0.608616942540129	0.999923294692819
ENSMUSG00000000959	Oxa1l	ENSMUSG00000000959	2391.65969551147	-0.0661123452046645	0.100954884510601	-0.654870197961763	0.512551329454515	0.999923294692819
ENSMUSG00000000976	Heatr6	ENSMUSG00000000976	1991.04436105276	0.0345250147862408	0.176659251393537	0.195432814946843	0.845054129252312	0.999923294692819
ENSMUSG00000001016	Ilf2	ENSMUSG00000001016	5409.56808147229	-0.221840538900933	0.0729405402738824	-3.04138875401731	0.00235489567304912	0.307899083958249
ENSMUSG00000001017	Chtop	ENSMUSG00000001017	13805.8779190948	-0.126752633356545	0.237344176652585	-0.534045684811893	0.593309926887631	0.999923294692819
ENSMUSG00000001018	Snapin	ENSMUSG00000001018	1321.63022864527	-0.0907125058810854	0.269190496058071	-0.336982572599876	0.736130037603545	0.999923294692819
ENSMUSG00000001020	S100a4	ENSMUSG00000001020	157.252670329054	-0.382883436141052	0.782307010553084	-0.489428614311352	0.62453828206948	0.999923294692819
ENSMUSG00000001021	S100a3	ENSMUSG00000001021	305.13599822382	0.148991048775917	0.71933216775395	0.207124129094808	0.835912918384544	0.999923294692819
ENSMUSG00000001025	S100a6	ENSMUSG00000001025	284.948497555414	-0.268213083822723	1.03101464931906	-0.26014478455749	0.794752093707041	0.999923294692819
ENSMUSG00000001034	Mapk7	ENSMUSG00000001034	3392.51673748025	0.0709065313182136	0.152879476381522	0.463806738461488	0.642786215101857	0.999923294692819
ENSMUSG00000001036	Epn2	ENSMUSG00000001036	22091.1372356698	0.0952050701436205	0.1357426670434	0.701364369930799	0.483075651709537	0.999923294692819
ENSMUSG00000001039	B9d1	ENSMUSG00000001039	535.141574738435	0.0412250531932443	0.186822115960621	0.220664737583498	0.825353489967547	0.999923294692819
ENSMUSG00000001052	Sec24b	ENSMUSG00000001052	1063.81829086915	-0.0632805652318671	0.11186573504038	-0.56568318448026	0.571609168276876	0.999923294692819
ENSMUSG00000001053	N4bp3	ENSMUSG00000001053	115.427614731365	-0.280596580111647	0.511092731242244	-0.549013051759978	0.582996492895903	0.999923294692819
ENSMUSG00000001054	Rmnd5b	ENSMUSG00000001054	1120.63831700092	-0.0238390842489335	0.135683920092968	-0.175695721590292	0.860532996696364	0.999923294692819
ENSMUSG00000001056	Nhp2	ENSMUSG00000001056	1691.36913995439	-0.129818992436113	0.217075988293589	-0.598034787065148	0.549816721719999	0.999923294692819
ENSMUSG00000001062	Vps9d1	ENSMUSG00000001062	1215.63715336155	0.14468550597151	0.268620881284058	0.538623450566786	0.590146703099217	0.999923294692819
ENSMUSG00000001065	Zfp276	ENSMUSG00000001065	3023.76136626314	0.394156140294965	0.246597527371595	1.598378315047	0.109958807672605	0.999923294692819
ENSMUSG00000001076	C1ql4	ENSMUSG00000001076	3.03971891091784	0.0749912477259875	0.90360412240654	0.0829912633933826	0.933858486451585	0.999923294692819
ENSMUSG00000001082	Mfsd10	ENSMUSG00000001082	264.689166308159	0.228803394035382	0.177520864078567	1.28888170538714	0.197439215132585	0.999923294692819
ENSMUSG00000001089	Luzp1	ENSMUSG00000001089	2506.20392322691	-0.064389998429463	0.161556844113361	-0.398559397361598	0.690217884056151	0.999923294692819
ENSMUSG00000001098	Kctd10	ENSMUSG00000001098	3076.02087806799	0.00187503655336823	0.109173033366071	0.0171749057029586	0.986297081584852	0.999923294692819
ENSMUSG00000001100	Poldip2	ENSMUSG00000001100	3589.15020915722	-0.0721250471296252	0.0738683628304931	-0.976399697596272	0.32886643130537	0.999923294692819
ENSMUSG00000001103	Sebox	ENSMUSG00000001103	7.07388388626482	0.453810994020185	0.544368685508044	0.833646398298343	0.40448027149042	0.999923294692819
ENSMUSG00000001105	Ift20	ENSMUSG00000001105	758.806978455345	0.0428010002442835	0.110091238470438	0.388777534333731	0.697440721022872	0.999923294692819
ENSMUSG00000001119	Col6a1	ENSMUSG00000001119	39.3056053176038	0.463940065552649	0.828434101177689	0.560020483093489	0.575465466432639	0.999923294692819
ENSMUSG00000001120	Pcbp3	ENSMUSG00000001120	857.721755961509	0.02378636540884	0.139537386904178	0.170465894027199	0.864643754391875	0.999923294692819
ENSMUSG00000001123	Lgals9	ENSMUSG00000001123	2.54559985644651	-0.361784619403242	0.945863545432916	-0.382491344708349	0.702096947677949	0.999923294692819
ENSMUSG00000001127	Araf	ENSMUSG00000001127	2464.19698714652	-0.0216692821495524	0.159014720210834	-0.136272177323091	0.891606117959602	0.999923294692819
ENSMUSG00000001128	Cfp	ENSMUSG00000001128	78.7047495231097	-0.0601501855270774	0.217688215290552	-0.276313467161251	0.782307313120718	0.999923294692819
ENSMUSG00000001131	Timp1	ENSMUSG00000001131	26.8009397446462	0.323058761294198	0.504133526874175	0.640819830605771	0.521639747263405	0.999923294692819
ENSMUSG00000001134	Uxt	ENSMUSG00000001134	340.068869943398	-0.137061883633127	0.176543886953453	-0.776361538189447	0.437535547516703	0.999923294692819
ENSMUSG00000001138	Cnnm3	ENSMUSG00000001138	1020.57978745435	-0.0417198356960386	0.138702940666818	-0.300785516842466	0.763578053172131	0.999923294692819
ENSMUSG00000001143	Lman2l	ENSMUSG00000001143	973.29560498802	-0.0174371433246313	0.153470151655479	-0.113619118353226	0.909539731240377	0.999923294692819
ENSMUSG00000001150	Mcm3ap	ENSMUSG00000001150	3536.40819150898	0.0131880055305171	0.0813612095041327	0.162092053582945	0.871233363768367	0.999923294692819
ENSMUSG00000001151	Pcnt	ENSMUSG00000001151	2474.60161180559	-0.0506781995629503	0.234346008926089	-0.216253734361372	0.828789970367412	0.999923294692819
ENSMUSG00000001156	Mxd1	ENSMUSG00000001156	872.584903876287	0.161304275161144	0.264302992583983	0.610300600776924	0.541662699044093	0.999923294692819
ENSMUSG00000001157	Gmcl1	ENSMUSG00000001157	1021.77943291114	-0.0719555766003384	0.123510246295888	-0.58258791281136	0.560170744246986	0.999923294692819
ENSMUSG00000001158	Snrnp27	ENSMUSG00000001158	1082.05770020342	-0.0205760127878292	0.0994309819154641	-0.206937640476314	0.836058559861256	0.999923294692819
ENSMUSG00000001166	Oas1c	ENSMUSG00000001166	3.76079809059229	-0.71282558257643	0.782445799002239	-0.911022314242613	0.362283616502048	0.999923294692819
ENSMUSG00000001173	Ocrl	ENSMUSG00000001173	1187.3500492225	0.486320285436032	0.122754571878371	3.96172849609132	7.44091253640113e-05	0.0199707732252004
ENSMUSG00000001175	Calm1	ENSMUSG00000001175	16352.3912234625	0.0496655463100152	0.181020016062465	0.274364942564567	0.783804181429369	0.999923294692819
ENSMUSG00000001211	Agpat3	ENSMUSG00000001211	6067.55489498948	0.176528283361467	0.144647260672978	1.22040529865661	0.222311269704461	0.999923294692819
ENSMUSG00000001227	Sema6b	ENSMUSG00000001227	757.912228736204	0.2006013429708	0.319093406699865	0.628660256711234	0.529571502414257	0.999923294692819
ENSMUSG00000001228	Uhrf1	ENSMUSG00000001228	6976.99688305048	-0.203879975362648	0.503492618905771	-0.404931408539286	0.685527930449329	0.999923294692819
ENSMUSG00000001229	Dpp9	ENSMUSG00000001229	1311.14722681761	0.062477000652271	0.173152353950758	0.360820971974997	0.718233284092694	0.999923294692819
ENSMUSG00000001240	Ramp2	ENSMUSG00000001240	351.518920895857	0.0444948946947552	0.389974618103935	0.114096899206134	0.909160980248541	0.999923294692819
