gene_name	CD-coefficient	Significance
Prrc2a	0.02341328190237753	-0.026596913553796342
B2m	0.02319995107808051	-0.025929813017909253
Msi2	0.023047090429472387	-0.0398276779139175
Ctsb	0.022978545722799334	-0.04936981877034172
Cacna2d1	0.02293916897327105	-0.032478509599837946
Ubr4	0.022826600283589512	-0.011425206372530305
Timp2	0.0227737385470645	-0.01309974787963708
Idh1	0.02267833194797879	-0.05149791792065028
Tsc22d3	0.022616148504175027	-0.01212861803269416
Dab2	0.022567029545195693	-0.052147683538997874
Myh9	0.022469675560801466	-0.03894903003463501
Mgarp	0.022432392593076143	-0.042104184171545156
Pam	0.022366167483318978	-0.03301685121822806
Qk	0.022119306606128594	-0.025256148492522223
Prpf8	0.021997713766453087	-0.026741661805835593
Map1b	0.021971632463065948	-0.043958773800383155
Cltc	0.021938405613948626	-0.0442843204175252
Cacna1h	0.02189521137977009	-0.032442492010985965
Serinc5	0.02176739152099292	-0.01890899380233202
Pcsk5	0.02174431194805409	-0.031929653261996815
Th	0.02165231964049689	-0.01328232208636948
Man2a1	0.02142311976693247	-0.0440568920915092
Atp1a1	0.021342476232165047	-0.02440112768583455
Mxd4	0.020977490006477528	-0.03913020176105342
Macf1	0.020960313142181202	-0.0443574657607132
Hipk1	0.020938530127803907	-0.053093563926304876
Dbh	0.02086632048263679	-0.0524637905580429
Hdlbp	0.020848183497639262	-0.05349102479795881
Eif4g1	0.02080919531566578	-0.0606117006413974
Nfat5	0.020583708347179056	-0.03693822012943149
Tgoln1	0.02052309418279068	-0.013293137764841534
Ddx6	0.020384837067421346	-0.05387713991115822
Flt1	0.020348821499063748	-0.06593374172489655
Numa1	0.020288361786199815	-0.03477075656000195
Adora1	0.020274374624088688	-0.01604034993819188
Ncor1	0.020181092290848607	-0.0377800948257766
Plec	0.02017510004867544	-0.02945917702706491
Ddit4	0.02014332238002416	-0.05335978883161491
Hipk3	0.02012041659830327	-0.05308308632659525
Tnpo1	0.019964367072452124	-0.012407715221552484
Itgb5	0.019738324216448343	-0.04950966914519617
Actn4	0.01960849435563949	-0.014850914808574193
Rsrp1	0.019508417757978305	-0.020526320766279915
St3gal5	0.019151395794529413	-0.0150257932287986
2900097C17Rik	0.019140386763984878	-0.005770446972767698
Col6a1	0.019116671974259685	-0.04587396079540962
Nfic	0.018957929502357616	-0.036870652161425044
Selenop	0.01890680858915727	-0.019126878389982505
Clip1	0.018824531258261223	-0.04393795930547373
Mbnl2	0.01870902111716513	-0.04329682531031809
Rock2	0.018622518051170153	-0.021992129151796713
Creb3l2	0.018602948409687025	-0.04770788786098082
Myo7a	0.01855105043674818	-0.03873073060520671
Arhgef17	0.01851876913690295	-0.02183671937289562
Gtf2i	0.018428836990463333	-0.054412483020704894
Rgs2	0.018379709893790935	-0.02305665636966181
Itm2b	0.01828681038508553	-0.049449277972865024
Itgb1	0.01827641260674611	-0.049548042436688255
Trip12	0.01810514869152775	-0.012255229649160815
Npr1	0.018034492176349125	-0.035741342865545644
Hnrnpu	0.017895491612876225	-0.05251456329282994
Rab3c	0.017874840488612657	-0.024896969985023776
Dag1	0.01784049254846866	-0.052241655638958745
Cyb561	0.017745914500980103	-0.05007041018011213
Cpt1a	0.017649618482320956	-0.047432019219750904
Ptprs	0.017637728048695664	-0.025555182774280816
Eif4b	0.01760858812345288	-0.060536592567345615
2610507B11Rik	0.017511933152998507	-0.0049508969537790486
Ece1	0.01746260111901889	-0.05911977778995858
Edem3	0.01744435785215829	-0.05937934693994523
Acly	0.017385672988115004	-0.014371234652577412
Trim35	0.01715273166532225	-0.012285375427906198
Mycbp2	0.01714566954919278	-0.03903972991089211
2021-03-06 00:00:00	0.017124391488117036	-0.00019283929179429217
Atl3	0.017097651353663475	-0.024228862174448
Hsp90b1	0.01679349211567461	-0.05193031120988245
Cyfip2	0.016683637959989606	-0.050308470469241306
Usp9x	0.01665236322365654	-0.010797124390210078
Hp1bp3	0.016322235458732598	-0.052281175859482
Clic4	0.016317700777607354	-0.04389039405674844
Oxr1	0.01625535483088633	-0.03343845837364179
Hspa5	0.016248782050555813	-0.0518717657999439
H6pd	0.01619390829157655	-0.05393319722472312
Slc25a30	0.016180963991143566	-0.017465096769649358
Hspa1a	0.016091755484175897	-0.051903716079678364
Hspa4l	0.016050512849239328	-0.05187709344368413
Golga4	0.01602136750232256	-0.05572603784074387
Copa	0.01602065005311225	-0.04621927558300862
Herc2	0.01593978787817259	-0.05335520729729931
Stt3b	0.015888886525553127	-0.01470556201113049
Fam120a	0.015800919448585683	-0.06361631783999078
Nudt4	0.015792688866284824	-0.034831272730797336
Vcl	0.015787232672509154	-0.010524657165690732
Atp10a	0.015732121756768126	-0.024297543277151404
Itga6	0.015722788643902596	-0.04959735527470094
Serinc1	0.0157077949432008	-0.018922491429935406
Ddb1	0.015668696176261158	-0.05326690153910282
Dennd5a	0.015621852880951114	-0.05421300066678675
Ndst1	0.015609868333305214	-0.03766350263504459
Igfbp3	0.015596572298289459	-0.05104125773748602
Lamp1	0.015584751757360215	-0.04682554025347618
Uba1	0.015572258445142222	-0.011654467951894065
Mapk1	0.015548451758704505	-0.043704124594670435
Plxnb1	0.015541543059484028	-0.029008460374329803
mt-Rnr1	0.01548924782166343	-0.0002558761327394743
Sdha	0.015482094429528458	-0.019394789518836664
Map4	0.01540661505524337	-0.04377941959288456
Steap2	0.015398375831467529	-0.014869552328301117
Nbr1	0.015394166037363745	-0.03801312238603338
Tmem106b	0.015292518323301982	-0.012877890794394609
Tcf4	0.01523799494897729	-0.013667717602324325
Dock1	0.015148783497510176	-0.0568185744245438
Vps13d	0.015081099080878044	-0.010178168667567933
Sec14l1	0.015031160866331859	-0.019308785998765288
Tm9sf3	0.015027020825192517	-0.012957921243492931
Rbbp7	0.015020282045367442	-0.02399592109849924
Dst	0.014982769285253559	-0.05770017536532071
Sorbs2	0.014979906287502691	-0.015814291570987904
Laptm4a	0.014951712668277571	-0.04675697451636174
Cds2	0.014898426208417585	-0.03975059616175408
Stip1	0.014851180648854623	-0.014852544762051334
Rab10	0.014799563981595827	-0.02514941652480851
Man2a2	0.014788658949636069	-0.04405112438690095
Nek9	0.014725043517917239	-0.03713474217982371
Wwp1	0.01470834521111955	-0.008772251796677621
Utrn	0.014660032066321707	-0.010723755746353314
Abr	0.014526361799724634	-0.013916369499097803
Etnk1	0.014511538128029047	-0.06271247633287383
Itpr1	0.01441031917108313	-0.049405327792855835
Ubb	0.014364092011940721	-0.01160269859700569
Mprip	0.014361189917199695	-0.04066475412641157
Bmpr2	0.01414981638926114	-0.02926850151933004
Hhex	0.014146996569595675	-0.05321401022477723
Cul4a	0.014127426865180112	-0.049677744929998685
Bgn	0.014065012807659644	-0.028619331463499473
Foxo3	0.014044478392501752	-0.06621822217863668
Nceh1	0.014026126072636702	-0.037915033882962135
Adcyap1r1	0.01401542232735572	-0.015632994960380037
Nr1d1	0.013995181169029359	-0.03563099114961321
Slc12a2	0.013968795628314726	-0.017828433522557807
Ndfip1	0.013949976577235691	-0.03772489573455584
Mast4	0.013876333138825933	-0.04344817636008824
Ubr2	0.01380162820838236	-0.011431636678001844
Fads6	0.013641884407584341	-0.06345314416693065
Lamp2	0.013625189229217839	-0.04681982916010019
Ogdh	0.013613213321087825	-0.03424561018882688
Ahcyl1	0.013593694023393482	-0.016774382467412953
Klf9	0.013566831899643046	-0.04766494960639456
Polr2a	0.013545049171381772	-0.02852623107690233
Eif3a	0.013475280065104477	-0.06036705621826152
Zmiz1	0.013458192042378518	-0.0022928682939837852
Pdia3	0.013448556062987494	-0.03160292005296683
Hectd1	0.013435963941911273	-0.05343877148995835
St13	0.01342070876954329	-0.015043103020851656
Pdcd6ip	0.013416540573927814	-0.03181508631212582
Dlg2	0.013330471170057817	-0.05544499647433543
Insr	0.013155079807231804	-0.05017581461999304
Zfr	0.013139372257879705	-0.002858923818835679
Abat	0.01313933833957139	-0.013219919958777637
Ywhab	0.013133599003373374	-0.008225180371023932
Tmem200a	0.013092321252479269	-0.012736691115292742
Srebf1	0.01300135092181243	-0.01525119103726269
Ddx17	0.01299405401212941	-0.05350040717596499
Shh	0.01295966203255924	-0.018201995999697296
Akap9	0.01289040888362019	-0.01724136078451754
Aldh1a1	0.012889165594293777	-0.017588242862704905
Jak1	0.012883122021911199	-0.049300801498953994
Myo18a	0.012871196690611753	-0.038821688318624537
Gprasp1	0.012818108999420626	-0.05509277861877976
Birc6	0.012812390308166877	-0.02888397361561232
Ttc3	0.012763243772075836	-0.011966443531799875
Adgrf5	0.012762617887104996	-0.015799984480306124
2021-09-09 00:00:00	0.012754025354570892	-0.0004972343017882015
Pafah1b1	0.012653733337383776	-0.033163269900801984
Jcad	0.012619800951125627	-0.04924023371547159
Golgb1	0.012609751388427683	-0.05570595889457025
Zbtb16	0.012563339428194431	-0.008126086894779339
Vcp	0.012514112322429383	-0.010518573833174782
Cacna1c	0.012481034656527527	-0.03238244646911116
Akap13	0.012478975760571128	-0.017164420863008616
Kidins220	0.012459071117256746	-0.04806384608963654
Eif4ebp2	0.012454972708534557	-0.06058359375512501
Ssr3	0.012450112468754784	-0.015070031063602274
Amfr	0.012432160605423303	-0.018299770366162697
Pcyox1	0.012418694279922447	-0.03189530192370804
Atrx	0.012372272382507822	-0.025266559241682626
Ep300	0.012305065312500746	-0.06169091801353596
Dynll2	0.012246712234673567	-0.058350049230315865
Tns2	0.012212485975017428	-0.01239756298979533
Spop	0.012208812587825118	-0.015389374474884088
Fam214a	0.012207359915172187	-0.0642244814905032
Ubr5	0.012188149437003522	-0.011422420486062235
Sesn3	0.012175623083451777	-0.018704851906184428
Calm1	0.012174511004577983	-0.03289954805507404
Rmnd5a	0.012170856932157526	-0.02256478790550609
Ubr3	0.012094346286297237	-0.011428431667998229
Tfdp2	0.012092509364538534	-0.01337754261144486
Cyth3	0.012078569935076203	-0.05114742184644652
Vwa8	0.01206070983313691	-0.009802175437896743
Ptpn11	0.012005748007766893	-0.025729487739128643
Cnot1	0.011978123989401386	-0.04491617402522119
Pabpc1	0.011963075945380486	-0.033268374335893136
Megf8	0.011940121831403446	-0.04265178088374
Prkacb	0.011928279069609679	-0.027160121531029757
Plxnb2	0.011926902321158651	-0.02900273469873882
Iqgap1	0.01190715793496835	-0.0499470688765537
Peg13	0.011905881630790469	-0.03130691656237394
Robo1	0.01183708352495203	-0.022016599570004347
Arrdc3	0.011829121731284966	-0.022876493264962952
Papola	0.011804172540286852	-0.03292877854895204
Ppp1cb	0.01174873386648842	-0.027927183733328365
Mpdz	0.011707948674365375	-0.040790229733586925
Ube2h	0.011686713931182856	-0.011559360382608519
Atp2a2	0.011666658659718257	-0.02450386138258158
P4hb	0.011636041484264352	-0.03328592748097825
Sf3b1	0.011583839541826875	-0.01860328277553236
Setd7	0.011568868629735505	-0.018655796744435293
Smg1	0.011566593854146521	-0.016479484650529508
Rian	0.01152122952325235	-0.02283655991654132
Flna	0.011501725683943519	-0.06589996562921893
Tnrc6b	0.011496209011643723	-0.01240041637399325
Dpp8	0.011491457948837828	-0.05728130659403649
Napepld	0.01146098181338708	-0.038239212396719346
Fam126a	0.011427768244175547	-0.06366532315096318
Pkd1	0.011422638794995478	-0.029905750238270357
Tef	0.01140096724641487	-0.013515403101337697
Ctdsp2	0.01138062071324548	-0.049068149342304995
Pcx	0.011346722629372467	-0.03190103477514228
Rmdn2	0.011338333358206703	-0.022589556307184067
Snrk	0.01132448578256158	-0.016080434416103406
Col4a3bp	0.011263666215413465	-0.04579346272798673
Itga9	0.011260463469332507	-0.04958092150940946
Ltbp4	0.011231238184326565	-0.04475617204979354
Rtn4rl1	0.01122691245127014	-0.020401167204592396
1700020I14Rik	0.011188260719377553	-0.0022623938811664234
Clu	0.011173437939336247	-0.04430838246222904
Ash1l	0.011154290128088593	-0.02341618099256726
Pten	0.011145820197940864	-0.025957168810286424
Twsg1	0.011132955926093044	-0.011752651659582503
Atp6v1a	0.011106194169815458	-0.024944198203614903
Prrc2c	0.011096720195426298	-0.026585328510647543
Fam117b	0.011087063456403036	-0.06359521018745978
Spata13	0.011080762128422033	-0.015608144188303252
Fndc3b	0.011070812981687064	-0.06606841798366886
Atp11a	0.011068229492576933	-0.02433212207607348
Ahnak	0.011053673747417784	-0.016812769462290197
Fads1	0.010998421200451573	-0.063431649502589
Ptprb	0.01096426131175913	-0.025633927903864318
Wdfy3	0.010913803079973654	-0.009623750531699282
Chd3	0.010879938786032274	-0.04184635466135253
Tpr	0.010874478268663586	-0.012363533945543126
Rnf213	0.010834738942893222	-0.022209041287419184
Plxnd1	0.010827615965894823	-0.02898551427310403
Plod2	0.010814363330177925	-0.02918500852194228
Sfpq	0.010803537058397037	-0.01856022987673467
Nckap1	0.010733648826074745	-0.0378782754942959
Usp19	0.01072355916554084	-0.010978076422788696
Pbx3	0.010719551668837505	-0.03256872903046781
Gnb1	0.01071569502873574	-0.055906623027868474
Dnajc3	0.010633993963976237	-0.05641868923499366
Rnf145	0.010580096068726603	-0.022338579230570144
Erbin	0.010576360672719356	-0.062161772244019975
Igf2r	0.01055317377156697	-0.05106279552516696
Kmt2d	0.01053154956141256	-0.04726389401888209
Mbtps1	0.010521052031054415	-0.043255936642307424
Wnt4	0.010516690252907837	-0.008941132432883636
Kmt2a	0.010512321289808774	-0.04728086592326841
Stag2	0.010510800437877058	-0.014961437139642597
Disp2	0.01050989261786554	-0.055312156393641926
6430548M08Rik	0.0105073675291286	-0.00921044340613239
Msn	0.010462979346647956	-0.03977974290547881
Neo1	0.010460261538260268	-0.037067042463939104
Arhgap5	0.010456774906862639	-0.02166466118848827
Kif5b	0.010453476570437078	-0.04787858820336188
Elovl5	0.010438554740858782	-0.06102492314607483
Plpp3	0.0104102348506721	-0.029145132071345503
Galnt10	0.010387385697796105	-0.06673449284683342
Slc7a2	0.010382113521300657	-0.01681157875583228
Plcb1	0.01035997497431622	-0.029585368452816785
Spock2	0.010341653036066115	-0.01540131997687011
Pttg1ip	0.010324236073358509	-0.02549909299396147
Cluh	0.010318593791920804	-0.044332357696587193
Clstn1	0.010301528738527181	-0.04422417571265977
Skp1a	0.010300581284867466	-0.01789816128477817
Tmem35a	0.01027549810499393	-0.012638313938813428
Lman1	0.010250919501886089	-0.04589577141503831
Bcl6	0.01024264219913274	-0.02814404630304486
Ehd3	0.010232480865854082	-0.06008402068458177
Pum2	0.010230419840278426	-0.025482255194273162
Tm9sf2	0.010213299198542275	-0.012960441873283157
Pdp1	0.01020157131433001	-0.031517357879831565
Sgpp1	0.01018641692582655	-0.01843475457536481
Nr1d2	0.010149786422737173	-0.035624855574557635
Peg3	0.010141088321461678	-0.031301230218314324
Ptprf	0.010117126140203759	-0.025605816957824934
Ncor2	0.010099517311362514	-0.03777395910288972
Polr1a	0.01008929876728226	-0.028554538609362412
Ep400	0.010083887436584215	-0.06169953259536065
Rerg	0.010082913766316285	-0.023347701149791233
Ankrd11	0.010076158898304443	-0.018930549593498533
Tmem245	0.01007231489918185	-0.012680301912699643
Rac1	0.010051141578483887	-0.024678585590954483
Zfp106	0.01003895366337727	-0.007466916822530312
Mib1	0.010037472608062497	-0.041974904306941174
Tmem30a	0.010028239411573336	-0.012641629221116224
Ints3	0.010003183791949125	-0.050121394547433806
Rtn3	0.009985947513797439	-0.02042042246178466
Cmtm4	0.009976739753367233	-0.04457160471041757
Hnrnpk	0.00995650550128017	-0.052541013619649746
Aldh6a1	0.009945269298236834	-0.017721972281870932
Errfi1	0.009939402201688414	-0.062484100107575075
Baz1b	0.009928838228162368	-0.027576889657780185
Nipbl	0.009912778209472615	-0.036563714215714804
Ankrd17	0.00990896083652875	-0.019007572775352102
Ganab	0.009896960843811533	-0.06678990875461188
Amotl1	0.009883173293614045	-0.018401853661536585
Alkbh5	0.00988211185915598	-0.017967622138494482
Nfx1	0.0098377059548649	-0.03678455066701147
F2r	0.009828629633408987	-0.06322123223415402
Snrnp200	0.009799643686137727	-0.016076922781809833
Ano6	0.009793512758465366	-0.019482817525406648
Impad1	0.009791172218070363	-0.050442172030419785
Tax1bp1	0.00975340960593621	-0.013989220785545098
Hspa4	0.009700391447563543	-0.051882419138206626
Ermp1	0.009673824643646908	-0.062436465626215215
Atf7ip	0.009659073850400568	-0.023952606991735653
Jmjd1c	0.009655677235895938	-0.04921266370262878
mt-Nd4	0.009572225715257223	-0.00035818005162513433
Ppp1r9b	0.009563301990734662	-0.027688800182508633
Hcfc1	0.009548845177505096	-0.053657842185857285
Sel1l	0.009515371142479575	-0.0191817262610956
Xiap	0.009486971526243415	-0.008710868753063705
Gns	0.0094549945231124	-0.05574609927307661
Tgfbr2	0.009424891466021282	-0.013324615582310018
Pde10a	0.009392589301359089	-0.031792181370928096
Sec62	0.009376210875886984	-0.019208934127005306
Dbp	0.009351943304708748	-0.05255675654933198
Tnrc18	0.00934483054430385	-0.012402681494522172
Znfx1	0.009322341434305161	-0.001980148836578266
Hyou1	0.009315161794695779	-0.05163710891474116
Cflar	0.0093072052525042	-0.04150669846790497
Tbc1d4	0.00928572325167789	-0.013896361518800138
Deptor	0.009270261640534452	-0.05432759302317838
Nt5dc3	0.009267577326841497	-0.03512188273319572
Arhgap35	0.009257950493318075	-0.02157742176015401
Rdx	0.009256299527767712	-0.023501124366386072
Cyld	0.009255789459509074	-0.05034398661242018
Trim44	0.009246955443275582	-0.012276722822567088
Ndrg2	0.009246330818341354	-0.037681954363741554
Ranbp2	0.0092453238993328	-0.0244032880188072
Kmt2e	0.009234168121753903	-0.0472582344364082
Wasf2	0.009225911382909636	-0.009723811938319282
Peak1	0.009208641051248542	-0.03135803950476179
Klhl24	0.009203205998073666	-0.04754097904399124
Acadm	0.009203108858383244	-0.014102090171587443
Ctnna1	0.009187754473276773	-0.04918982795412133
Trrap	0.009183229023129512	-0.012147669154161433
Aff1	0.00917557679639098	-0.01632335938582008
Kif1a	0.009172327434650674	-0.04800210580752784
Rbm39	0.009126746996797077	-0.023821007159062213
Igfbp5	0.009097417060749723	-0.051030486222622795
Slc38a2	0.00906733709236474	-0.01710259389081792
2021-03-08 00:00:00	0.009055517011163916	-0.00025642064829398137
Top2b	0.009054870247340635	-0.012379795581488606
Lrp6	0.009053995682080814	-0.04536409025555255
Trim25	0.009022607830875108	-0.012301061139325054
Klf13	0.0090194862737275	-0.04772125421954798
Tnks	0.009013183400540479	-0.01242148158176215
Uhmk1	0.00900326416920423	-0.011286060761691363
Ugcg	0.008991802680657565	-0.011322122532664403
Arcn1	0.008991192448948552	-0.02102411517659239
Rab14	0.00896190879195821	-0.025082351835746253
Lifr	0.008959074668298175	-0.046155024030257286
Appl1	0.008957829785745544	-0.020793907144901508
Stab1	0.00895655035602274	-0.014977423501121412
Jmy	0.008949929545317254	-0.04919059754434685
Ltbp3	0.008937310875019977	-0.04476195022785068
Pcnx	0.008928418036643805	-0.032003937979178
Fkbp4	0.008904476405772093	-0.06584425337951022
Rapgef4	0.008898733164114185	-0.02430016191120199
Acacb	0.008898306922555305	-0.014033476376763152
Dctn1	0.008883405375883852	-0.053069565280448205
Chst15	0.008883070601824587	-0.04265726156811869
Rpn1	0.00887888641182973	-0.021284156144738442
Kpnb1	0.008872324907449478	-0.04716754968911463
Selenot	0.008838009359428526	-0.019117767007067243
Kmt2c	0.008830959577401789	-0.047269551520025765
Eif4g3	0.008826423816890253	-0.060630364575016665
Marf1	0.00881228782327874	-0.04352958684038288
Abca2	0.008794800751989261	-0.01323953033642046
Acaca	0.008794464773519726	-0.01402366684765325
Setd5	0.008786540777656152	-0.018664691478075146
Smarca1	0.008780432610498198	-0.016564882612889797
Esyt2	0.00877990889580681	-0.0626183485604366
Bag6	0.008762543671446835	-0.027318884374817845
Dhcr24	0.00874842825699247	-0.05467813627079607
Chordc1	0.00870268583908668	-0.04231926354676571
Kif13b	0.008683459879893015	-0.04804702332750599
Rfwd3	0.008678333065102496	-0.02318290984123239
Kif1c	0.008667677047473373	-0.04798524528635839
Klhl14	0.00865486166701653	-0.04758612243962179
Taok1	0.008642914537310347	-0.014062454786301637
Tmbim6	0.008638880729705138	-0.012940671206283949
Etv6	0.00862923912436159	-0.06279024918605539
Smarcc2	0.00861672067694388	-0.01653523128507517
Zmynd8	0.008615500821083562	-0.0020221432645008974
Ipo7	0.008607764058961184	-0.05001792243616743
Ptprg	0.008595784960223602	-0.025600185297792954
Mtpn	0.008594627242552987	-0.039394781128049394
Adcy9	0.00858762993973329	-0.01562358041445009
P4ha1	0.00858534181540812	-0.03330347475408646
Lrrc8b	0.008577188867032985	-0.04506311579349398
Pde5a	0.00854998735960948	-0.03171202031035314
Adam9	0.00853077701573735	-0.015213263750835745
Acadsb	0.008526509500824831	-0.01412170134668337
Gtf3c1	0.008509331379740073	-0.054391942900696044
Ip6k1	0.008507656240852918	-0.05006696287748247
Slc37a2	0.008502774384039262	-0.017123905813324014
Susd3	0.00850160671107325	-0.01449561437858271
Arid1a	0.008496391582700593	-0.022041906057834293
Soga1	0.008481703511668479	-0.015828370580681317
Wbp1l	0.008479696529224473	-0.009661157773825368
Furin	0.008477529329642741	-0.06646397935911696
Dab2ip	0.008473714655482571	-0.0521594527141267
Maf	0.00846190315712643	-0.044299615266522485
Hnrnpul2	0.00846007034891812	-0.052503980059496747
Pnrc2	0.008459712019607372	-0.028751208124324412
Ap2b1	0.008458442635076058	-0.019913721478981655
Prr12	0.008452831135482357	-0.026695354321309872
Ccbe1	0.008450542828733093	-0.0347905623985051
B230219D22Rik	0.008411337722667613	-0.025813830105996596
Msrb3	0.008408195846372514	-0.039749718338003115
Hipk2	0.008400702066783533	-0.05308832560150556
Zc3h7b	0.008392963729391344	-0.007862703606922539
Dhx9	0.008380859226731523	-0.05505698097212619
Nfkbia	0.008352360798764833	-0.03683988011762429
Gaa	0.008344928140217612	-0.0666192788454937
Gpam	0.008336080595407904	-0.05559019576784041
Fndc3a	0.008333027476209263	-0.06606445374644868
Pgrmc1	0.008332007980697605	-0.03086787146148462
Ogt	0.008282491912338394	-0.03419152200583142
Mon2	0.008262369689621744	-0.040915298704075065
Itpkb	0.008261625457366388	-0.04941632038130889
Trim56	0.0082474690029736	-0.012272310699352196
Dennd4c	0.00823998163065023	-0.0542015071182011
Cat	0.008233631755431287	-0.034238837567147226
Nfib	0.008230461550271594	-0.03687680215737765
Sema7a	0.008230253883640938	-0.01899933463611536
Csnk1a1	0.008211311980416513	-0.048602153426969164
Wdr26	0.008203820326322938	-0.009535744427086157
Ptbp3	0.008203561228418723	-0.02600930208482999
Gata6	0.008196782882235394	-0.06684905858639331
Pik3ca	0.008196570988118471	-0.03021632936039409
Sowahc	0.008184320006951722	-0.015770019783529876
