Geneid	CD-coefficient	Significance
PLCB4	0.012428983658586785	-0.036360439779643094
MYL6	0.01240298350156723	-0.04879602013794582
TFRC	0.012350296212834799	-0.0004482079126992833
MT1X	0.012261901380008785	-0.04957346278761676
NPR3	0.012229266835411966	-0.04509847527014832
TSC22D3	0.0120913570513779	0.0016907493721262101
CNN2	0.012075274013138727	0.031968987201212634
MXRA7	0.01166211865117338	-0.04900715704984471
FADS3	0.011588301231040567	0.009488564058564464
PLIN2	0.011400340723074203	-0.03580748804927547
FNDC3B	0.011372097736410675	-0.0013070624414188714
APOL1	0.011086647123832104	0.02769039147787624
SH3BP4	0.01108463444055721	-0.014641459518280664
HEG1	0.010981651418631756	-0.019304254845192104
HSPD1	0.010892176422518975	-0.026073982006397323
PDLIM1	0.010725334090679774	-0.03933184610713747
HPCAL1	0.010713693844210287	-0.024262557515646488
TUBB2A	0.010683320868855884	0.0015862833639466167
CALD1	0.010600580990754607	0.037289813228429405
KRT8	0.010554798290723262	-0.04110097252096839
OGFRL1	0.010505236118683566	-0.043293774169598565
VDAC1	0.010438211631390398	0.001189150650597881
TNIP1	0.010352516254378075	0.0012776797588811561
CD46	0.010241404640720396	0.03576247167272564
IL18	0.010169407233928462	-0.02955808246029995
GLUL	0.010103974119838577	-0.00987167069540651
FSTL1	0.009992341838940726	-0.0032958257919332157
RND3	0.009888135667160116	-0.023189256704222228
ANGPTL4	0.009869985906087269	0.023371139608860135
SCD	0.009856988013657695	-0.017763362525657023
SLC7A2	0.009703594612903496	-0.010413667299291052
APOL2	0.009640389755730824	0.027710409435890454
ELL2	0.009627619341016245	0.014844361730133065
PON2	0.009586132472930598	-0.03433726431094264
B3GNT5	0.009583938779085642	0.03417820839071993
IFNGR1	0.009521686147690552	-0.02787650510584716
TNFRSF1A	0.009510511261237522	0.0012468873058966157
FADS1	0.009317723527006858	0.009521124353974675
KLF6	0.009238239747861175	-0.03945299999957208
AHNAK2	0.009150760439926513	0.01847216302275477
TXNIP	0.008959915683030605	0.0015557475310703506
TIPARP	0.008906153452249288	2.4674844124716877e-05
MYL12A	0.00881154728372681	-0.04882380573349587
HNRNPK	0.00877917439453311	-0.02345860216817708
PROS1	0.008748929604311667	-0.031602435693830255
LEPROT	0.008718748448912343	-0.04301315885780238
NFKBIA	0.008584353845058965	-0.04664677253403737
EMP2	0.008570841181113207	0.014052725436131813
PPA1	0.008533596618648514	-0.03404582618791718
PLAC8	0.008469246021978877	-0.036499766217802265
AKAP12	0.00845868051796743	0.01937415036477012
PKP2	0.008423796551544852	-0.03669964743541876
SDPR	0.008423439950920965	-0.01699444537094197
PIK3C2A	0.008399273750051008	-0.03743415779594683
MYC	0.00835787009851473	-0.04894055322773405
ELOVL1	0.008291726388981306	0.01467380822686401
RPS25	0.008268839950486648	-0.020603188594062294
ATP10A	0.008199058735989199	0.03256858042559611
FPR1	0.008171394306815785	-0.0025420639798096056
SLC44A1	0.00815267991355135	-0.01095512346127181
CCND3	0.0081245586944733	0.03614621993145098
DSEL	0.007826805837643563	0.019256160218704632
GALC	0.007820882801435716	-0.005039636163849726
PTPRG	0.007796878002144648	-0.02922087209705382
EDIL3	0.007778971995381536	0.017225883360282218
ZBTB38	0.00771679886223794	0.0012067451734707468
MCAM	0.007715762915915278	-0.052604629291459926
SLC37A2	0.0076793508531512	-0.01127420056647832
CCBE1	0.00760570747514206	0.03680853986153346
GJA1	0.007587683256020182	-0.008632587510593925
ARPC5	0.007587556559082397	0.030830445088636887
PYGL	0.007565947916182217	-0.02858575978298561
SHC1	0.007561165420095829	-0.014344123301183842
TMEM43	0.007504825031896654	0.000984597637561646
YAP1	0.007496734672310344	0.0011322643064596294
MSMO1	0.007484265928597659	-0.049727890742855774
TBC1D12	0.007446346804645152	-0.0014657403816125125
STK39	0.007418965408863693	-0.003221122792891218
UBE2E1	0.007410442682836133	0.0015281219552105707
ACLY	0.007322685725773608	0.007132190396120816
AOX1	0.007300802521553287	0.026174891704348766
CDKN1A	0.0072003495201536155	0.03515128258059791
HSD17B4	0.007191820572466478	-0.02529449708296211
PDXK	0.007156937772263082	-0.03919159157111518
PTPRM	0.007022424980328491	-0.02917359126738328
HMHA1	0.006950194149981717	-0.022899654357839527
CCDC80	0.006907650777115403	0.03631756890851651
LPP	0.006857646754840881	-0.05255301164076748
TMEM2	0.0068083580571803365	0.0007658723143000312
NRP1	0.0067938185735503965	-0.04464924669874404
NEDD4	0.006740576149949777	-0.04707871717810885
ABHD2	0.006737055255443416	0.004248402636943758
PAM	0.006722954234512508	-0.041480318844532404
MYL12B	0.006698200382727865	-0.04881825416921559
PLAT	0.0066705819456678705	-0.036447571710859994
NAMPT	0.006612297715114141	-0.04817440334887779
RGS2	0.006600270956496063	-0.024306514718534622
TRAM2	0.006566019755493452	0.0015689008151535955
FAM129B	0.006564131106249592	0.008682697635808923
DDX21	0.00654011004734157	0.025024891409256983
LOC101928841	0.006517142042818959	-0.05128797439615801
ATP1A1	0.006508642169042903	0.032728631882972176
ABCC4	0.006496013884411484	0.0028286571786704877
ACSS2	0.006491121928368958	0.008926911017110996
LTBR	0.006446061334212909	-0.052705304518829044
PPIA	0.006441367479260796	-0.033771639435295375
TNS3	0.006386951212913861	0.0013225097537203911
ARMC8	0.006383512252079076	0.030562042615264247
RBM3	0.006375520283062698	-0.025843883087675712
RSL1D1	0.006370003322252051	-0.019875538707647356
LGALS3	0.006349429704822387	-0.04312117613397276
ABCA1	0.0063251192567385555	0.0013286823433768184
NEBL	0.006289964147080639	-0.04712404797209435
COPS8	0.006246453948915443	0.030835285124139827
TRMT6	0.006210589450998778	0.0016679691679748476
ETNK2	0.006196582883761561	0.011091620850895184
CPPED1	0.006152842723536683	0.030133834502212187
PAICS	0.006104101868789011	-0.041621105883910214
RPS26	0.006061321861201747	-0.020593498269013133
LIPA	0.006059269283931891	-0.048093841018937544
RPS2	0.006007343181444916	-0.020651626002833434
STT3B	0.006003714800746374	-0.003021336710914979
FNBP1L	0.00594834314261861	-0.001251805022668584
TBC1D16	0.005923901981396969	-0.0014445571607846208
CAV2	0.005921478800632489	0.03693979552310803
P4HA1	0.005901389006310456	-0.041925191312968235
ADAMTS9	0.005871192952869148	0.012564537792843725
ADH5	0.005858320531998297	0.015194536880557667
LIFR	0.005820726626481192	-0.04350049551825347
YEATS2	0.005808581274137238	0.0011362339962588397
COL4A1	0.0057932789951631635	0.03131581148578311
PMP22	0.005792030444722331	-0.03538986468158123
ASAH1	0.005777521498265794	0.031232425893540798
ADGRG6	0.005772343852543852	0.014870816663117022
TENM3	0.005740005853028475	-0.0007198507852280711
MFGE8	0.005708580421775112	-0.05236387218201266
PGAM1	0.005691958684781532	-0.038617964528281035
GPX1	0.005632700993168141	-0.014009911886944337
MT1G	0.005620231068777567	-0.04960556642579139
ATP13A2	0.0056172652517668415	0.03265928280717225
EGFR	0.005609447113684729	0.01632872840460775
TTPAL	0.005607327637021932	0.001607319366034643
CD151	0.005580451453425983	0.035932682563899726
GSR	0.005570728925912104	-0.015488428246763442
IQGAP1	0.0055301048325260395	-0.031990682558393935
MMD	0.005500609054383604	-0.050795603221380825
CRIM1	0.005488025175395964	0.02965783689774068
CEBPB	0.00541479092784825	0.03500452774729387
AIM1	0.0054052694050919945	0.018798741026397364
PDIA4	0.005386682313511742	-0.03939758562230178
CASP4	0.005366563190061561	0.037021093130698
ABHD5	0.005333406357198574	0.004388406669828622
APEX1	0.005322338734337075	0.027087548286309743
GPC6	0.00532123107772816	-0.012275681299320829
FDPS	0.0053199667348453284	0.0021694530791973032
MVP	0.005317078048239329	-0.0490458423499357
COLGALT1	0.005293325976185258	0.031090233854474486
FDFT1	0.005286043905015515	0.002187487472935845
IL13RA1	0.005258062000079238	-0.029336599336516556
NOC3L	0.005245396186200874	-0.04573365736330248
LOX	0.005233452639892389	-0.05251609716708128
TMEM123	0.005213705424567217	0.0004598260977658475
SAMD4A	0.005210427656188235	-0.018742495979649276
AMZ2	0.005192442987537651	0.022861770843274246
SEPT11	0.005190888844724081	-0.016093703442724094
SPCS2	0.005188243614805317	-0.0053332260430490885
PSEN1	0.005146757090322068	-0.030688665767063306
DAAM2	0.005146480200337135	0.026563970147070876
JAK1	0.005134772543665859	-0.0340325058749536
FLJ22447	0.005128217401821385	-0.0001630960504830914
PANX1	0.00512619213459365	-0.04138673575119167
EPRS	0.0051134009588689865	0.012588344584986005
ALDOA	0.005103291792832736	0.020857038832211718
SGK1	0.00508143319809676	-0.014986868930336184
ITGAV	0.00506683427745336	-0.033197014713831074
SLC1A3	0.005032929328133989	-0.012900308058669152
PLXNA2	0.005032673479578079	-0.035559137117002315
GTF3A	0.0050261576554098365	-0.016193578526202734
PVR	0.005001036017486674	-0.02886135335556561
BNIP3	0.004986445741240045	0.03607133949787637
SUCLG2	0.0049482110949118936	-0.0027947589718343435
SLC7A7	0.004885817373184136	-0.010350562474180092
MYL9	0.004867018135581311	-0.048779306302010106
FGD4	0.004856465324025651	0.0015729775587734474
ITGB5	0.004832812406407216	-0.03335553157670951
MEGF9	0.004827373954049507	-0.052474708359506905
DNAJC15	0.0047951345068344775	0.02136249443425728
RDX	0.0047879415629019945	-0.02517221720356544
OSMR	0.0047843623925945674	-0.04242794014247231
GADD45B	0.0047597474601947035	-0.004874111203307163
USO1	0.004740325487753927	0.0013721235428614253
ACSL5	0.004714109348342259	0.008642193993911414
CDV3	0.004667361484902125	0.03504802688778874
YWHAB	0.004650036554448384	0.0011628705604975753
LINC01123	0.004640726504208265	-0.04669808401480102
NCOA3	0.004635404798172718	-0.04764334673648318
PSMA6	0.004626756479966247	-0.03048057380098146
TOMM20	0.004607359376842079	0.0013460390046703408
RSU1	0.004592215424933612	-0.019729618789247616
HPS5	0.004553427908190363	-0.024476296804989528
TFPI	0.004542866430331528	-0.0004648472744210874
FUCA1	0.00452280175386046	-0.0036062943956585714
MAP2	0.0045166782008083705	-0.052712711833420356
FBXO32	0.004514878252806129	0.0030528717872989053
BCL2L1	0.004506381360299417	0.035090024541809525
REEP5	0.0044819292155796045	-0.02506522579145054
FBN1	0.004455845213606178	0.0037856593308274733
DHCR7	0.004454190586182293	0.023728978612102325
RPS4X	0.0044362201283181775	-0.020496591605424497
ATP2B4	0.004431238581767032	0.03289805467725427
ACTR2	0.004370990516376729	0.010066818992754962
STAT2	0.004317005846007102	-0.0035009593150473473
TMEM165	0.004305002759583021	0.0006295054394749311
VGLL3	0.004292110376586309	0.0011680286653802385
SEL1L	0.004279545490969657	-0.016574031770269615
SLC16A7	0.004277226198678161	-0.013035411774510841
AZI2	0.0042772109986061	0.03398385835820511
RPLP1	0.004272305749157305	-0.02096211855807828
ESYT2	0.004259937207793591	0.011237517416847725
RRBP1	0.004256621270462152	-0.02015765287499438
IDH1	0.004238231911909518	-0.027143938319924066
KARS	0.0042255573783651305	-0.03476083149884612
LSS	0.004198340198666977	-0.05270089897273972
IFITM3	0.004182474797619545	-0.027806916149594463
HPGD	0.004148504250570929	-0.024333866237337187
RPL37	0.004128504341226374	-0.0211277237049855
NLN	0.004122510486295123	-0.046039330451087324
CAP1	0.004117001049630797	0.037196010702390744
FAH	0.004114742205732339	0.009439841140564176
PLXDC2	0.004092916017926869	-0.0355769207998915
RBMS3	0.004092063511739579	-0.02562947257092829
LAMB1	0.0040916047074079035	-0.041748172461587185
PROSER2	0.004088248993669759	-0.03157433389116204
ITPK1	0.004083698696033259	-0.03362402833650319
RPS16	0.0040594915287756415	-0.02071939546440149
CFLAR	0.004059084883771489	0.034238727728962054
SLC44A2	0.00403987158157042	-0.010945751439213058
SSB	0.004029853574728411	-0.004205086091986221
SCFD1	0.003995575638254199	-0.017734021247543974
FAM177A1	0.003988506496797434	0.007684250370117218
ABLIM3	0.003988121736935563	0.004933541512642989
CLMP	0.003986693871050748	0.032522840977765255
RPS6KA2	0.003981625053896296	-0.020457905201776816
CAST	0.00397657286384479	0.036988833200063714
IDI1	0.003970995546321492	-0.027248901899022626
RAD50	0.003937813561226322	-0.027391161470310066
ACTG1	0.0039267469183170926	0.009312592108299435
FOXN3	0.003896606299980007	-0.002173155567884666
ASCC3	0.0038840740916454043	0.031588517380826936
ARPC3	0.003864769052218268	0.030804205229714124
GLUD1	0.003829343080448419	-0.009817081998788613
DNAJC3	0.0038248890203622637	0.021191384880893532
EIF4E	0.0038133798997059274	0.015348600410045432
GLT8D1	0.003804959531968546	-0.009689656071200758
APBB2	0.0037848804646063135	0.026927945666978086
CLASP1	0.0037824775023024473	0.033083430424638544
RPRD1B	0.0037745720065447304	-0.020845594833628023
BZW2	0.0037704147577288516	0.03683234215335729
SHROOM3	0.003766562606190329	-0.014084037916659686
SLPI	0.0037661315480781435	-0.00981736274985412
HMGCS1	0.0037657808892349615	-0.022718071867384282
P4HA2	0.003765290468725453	-0.04191741839630325
APOL6	0.0037621500210121605	0.027770812068296694
PRKAG2	0.003752947210423763	-0.032107583504862425
CST3	0.003742537776901395	0.028811825362934418
MAP2K1	0.003740915589505745	-0.05271228412677781
TFCP2L1	0.0037384410775003368	-0.0005113669242358121
EPDR1	0.0037228394446801876	0.01306003661008967
KCCAT211	0.003714070330925708	-0.035175234515985476
MYO1B	0.0037074541240242932	-0.04867256135033482
WWTR1	0.0036986452178864467	0.0010949179177663915
RMDN1	0.0036984274556993418	-0.02345190948016518
EFR3A	0.0036883790518329666	0.016493707685541537
KIAA0020	0.003669051365790297	-0.037370490897042086
PCDH7	0.0036564741295434383	-0.040589293350999034
CTSZ	0.00364527190034474	0.028045985579151167
ASAP3	0.0036359900980104816	0.03132644889750249
G3BP2	0.003631665257225177	-0.00445033732686384
TTI1	0.0036316403779069685	0.0016288273762853356
TUBA1A	0.0036247608747845884	0.001599584478379823
LMBR1	0.003590098211295485	-0.048262010314792214
PYGB	0.0035836846044031995	-0.02859526956565539
SKIL	0.0035833244338868584	-0.013545470267547155
SP110	0.003582216693208888	-0.005819083433051486
MMP15	0.003565578153249521	-0.050753493805738625
CSNK2A1	0.0035652710725820676	0.028966919959043602
SSR1	0.0035587627628235973	-0.004101771936077192
PGM1	0.0035381118722912033	-0.0384582235180182
MRPS10	0.0035377772697442137	-0.049992270053404564
PWP1	0.0035315706113577486	-0.0287855091011463
LAMB2	0.003526080143784801	-0.041760914114912895
UPF3A	0.0035229198878965217	0.0014045703840661616
C4BPB	0.003522453150039567	0.03763039607916434
ITGB4	0.0035169525600094458	-0.033339703982643465
TAGLN	0.0035133766633775342	-0.0017744009312963271
CHCHD2	0.0035093713703703107	0.03406175474211082
ZMYND8	0.003502061158809565	0.0013587590785636428
NIPSNAP3A	0.003483837106453795	-0.04627867927976248
RHOB	0.003477514963565852	-0.02404393489354628
GTF2H3	0.003472453048345945	-0.016026499103307834
CYB5A	0.0034681341946202022	0.027409134402499313
LARP4	0.003451484799117027	-0.04211522639893406
DNM1L	0.00345115588426745	0.020873311878269074
ASS1	0.003431525889585504	0.03190817173366069
NUDT16	0.0034286077511436405	-0.04410991481389981
EPAS1	0.003422815632518732	0.01326358837189967
NOLC1	0.003413373289430478	-0.045614295894118695
HIPK2	0.003409875731752799	-0.020838410389654227
GPI	0.003406414795586358	-0.012456332743063014
SERINC2	0.003400184922888188	-0.01588055486584994
ITGA1	0.0033940948529986308	-0.03292592107518655
SVIL	0.0033924744005119035	-0.002432533974238704
SLC43A3	0.003391045172106154	-0.010964519782790783
TXNDC17	0.0033884149856789293	0.001556689478774187
OASL	0.003382567052402298	-0.04351056878629789
MAN2A1	0.003338234988395795	-0.05272107212846949
PNPLA8	0.003332038637293915	-0.03509543862095932
MAN1B1	0.0033002715511591557	-0.05272197859771249
TMED10	0.003297324362988998	0.0003308204454289809
CCNH	0.003282473268006681	0.036119026386714326
HNRNPA1	0.0032542356322033997	-0.023188563585486432
TLN1	0.003253179269304432	0.00012223815772682833
ERLIN2	0.003245699515461574	0.011799751047189222
UGP2	0.0032445322938613624	0.0014248784999348896
RAP1GDS1	0.0032336732990262762	-0.026860211777511078
GCLC	0.0032175854257370656	-0.006837269784172595
S100P	0.003215686947196859	-0.019065879664259877
EFNB1	0.0031994951793889123	0.01653891048992026
ANXA7	0.003194265339498963	0.02603563302855591
PTPN1	0.0031935218716424357	-0.029428509652037027
LARS	0.0031932916829699697	-0.04216543708226517
SERINC1	0.003186328202311186	-0.015890213119723606
PID1	0.00318145640854381	-0.03770111920820007
CCT3	0.003180751181398726	0.035989641634775665
MTMR2	0.0031752177497524174	-0.049352609149465376
HMGCR	0.003174772215271258	-0.022699874723640934
ABCC3	0.0031726844699163145	0.0027845417740614
GPCPD1	0.0031586810895019636	-0.012329837325889603
FYTTD1	0.0031579636974810254	-0.004192141386418269
ZHX3	0.0031571032291798436	0.0013099178335422845
ELK3	0.0031455247056590206	0.014890931382742612
RPH3AL	0.003143889789048179	-0.02164394108797907
HMGN3	0.0031409061368453785	-0.02279083434447271
ATP5F1	0.0031388765062857356	0.03302257673493847
KIF1C	0.003127972653679857	-0.038610231854182
BNIP3L	0.0031257284708403545	0.036078846744087956
GPR1	0.0031144473422993323	-0.012637834754339605
ATP5H	0.0031122328332691697	0.03306648662607582
NIFK	0.0031028611720170895	-0.046393475545994045
TRNP1	0.0030904782390045113	0.0016702001571675673
RETSAT	0.0030895204994244993	-0.024832365107293475
SCARB2	0.0030762751870329064	-0.01802821569939539
ZFP36L2	0.003066230614391342	0.0012908732595228178
NIT2	0.003061823712454825	-0.04625154144244492
NRD1	0.003056767578719029	-0.044763260653391646
OCIAD1	0.003052279823744431	-0.043443488993607615
YBX3	0.0030501115459032643	0.0011346945583938783
STAT3	0.0030480573526341327	-0.0034943807647560554
RIOK3	0.003045520230847788	-0.02359756520840217
C21orf33	0.0030405818254487576	0.03763279714786254
STRAP	0.003039712643628916	-0.003080409637601811
ZFAS1	0.0030239116867555723	0.0012778645560967972
SNAI2	0.0030157415325075183	-0.008858327655681175
TMEM230	0.0030124366497070757	0.0008412461974679486
SERPINB1	0.002997039892582982	-0.01580331473382035
ATOH8	0.0029891109393535282	0.032545724905597186
UCP2	0.002987961054008361	0.0014339790438266942
IARS2	0.002961673357165521	-0.026741160854264867
IRS2	0.0029606751938576694	-0.03247658353105315
SAT1	0.0029565214509656027	-0.018439668547168053
SLC17A5	0.0029531061671486097	-0.013006523133826331
ARHGAP18	0.0029489940241091846	0.028894172738459054
ZNF608	0.002941693117227174	0.0019921481466750324
GRAMD3	0.002930861060427109	-0.014193673609673718
RNF187	0.002929499327968196	-0.022685475343153905
SLC38A4	0.00292445741948534	-0.011208189917335742
KIFAP3	0.002922939344988392	-0.038971687737601846
NOP16	0.0029195029768198807	-0.04555094763962708
LNX2	0.0029034056111301785	-0.048519875365882925
RASSF4	0.0029000751223509503	-0.02630951051862318
PEX19	0.0028892884805086167	-0.03882707395706586
UBE2L6	0.0028858230748852686	0.0015128937035928658
MRPL24	0.0028842458431213823	-0.05016150979038303
SFTA1P	0.0028834058937106093	-0.015130846123552644
MTR	0.0028773307386123644	-0.049287205758178354
ACTR10	0.0028740350005621563	0.009929456232296898
AGTRAP	0.0028723853094081266	0.018204937624862288
TIMM17A	0.0028588568792000894	-4.5744022156513076e-05
LOC441454	0.0028585000433454934	-0.052291013239080975
MPZL1	0.002856819284666985	-0.05034816790064678
RAB3D	0.0028509046227835106	-0.027889465288493342
LYRM1	0.0028468540561544377	-0.05272354570648696
C6orf89	0.002842236784926284	0.03756090725912728
CTSB	0.002833861447715945	0.028172181749818698
TMEM181	0.0028329291706612183	0.0006972911301961204
CAPZA1	0.0028275367443869517	0.037139511624937324
RAB11FIP1	0.0028248830671820054	-0.02827120514977599
SPOP	0.002819930400703303	-0.004952738868474027
PRDX5	0.0028189635376585313	-0.03240730904810052
NRIP1	0.0028076423871135126	-0.04469916278050334
B4GALT1	0.0028046575312073918	0.03426781758545745
AGL	0.002793450611252495	0.01760022275322057
BCAT2	0.002791300612385464	0.034976705156502044
MANF	0.002789391394221832	-0.05271772417279863
EIF6	0.0027782277498021707	0.015106311457339122
WDR3	0.0027772120543658307	0.000998532350441006
AKAP13	0.0027759133424000233	0.019400372166074095
REXO2	0.002764236249485231	-0.024793517259434017
RFTN1	0.0027631648503834184	-0.02462814346498332
PLCG2	0.00275723213832917	-0.03628186106981934
NME1	0.0027383764220792984	-0.045908028653171895
CLIC3	0.0027379434051447954	0.03265161169611147
CHIC2	0.00273738149413102	0.033883879853116694
ASUN	0.002736070178496612	0.03195300753749939
SAA2	0.002730622833223116	-0.018977643257985566
RPL38	0.0027305061765813925	-0.021108234614674592
SETD7	0.002726758548567567	-0.015438329586741184
NEDD9	0.002726016047534006	-0.04705924792175886
MEAF6	0.002700254653870718	-0.052538826805375305
PDHB	0.002697743032430599	-0.039438560179871684
SOWAHC	0.0026928296378615152	-0.005972599781331134
CPNE3	0.0026918367557272685	0.030214747130681313
DNAJC10	0.0026890231203557102	0.021428303911110808
CLDN7	0.002688761673634489	0.0328210039890334
CNDP2	0.0026865345266325097	0.03209132450849256
TMEM164	0.0026865135687686274	0.000625694391253484
STK38L	0.002685087457357433	-0.0032278838036344792
ITFG1	0.002682129283078238	-0.032861909555031765
IRAK3	0.0026746774963292705	-0.03216923625164375
VIPR1	0.0026666298021595183	0.0011486098807961254
SLC50A1	0.0026626706504875677	-0.0107226562275341
SMYD2	0.00266175681027816	-0.008900400438832667
MAPK6	0.0026600803313135356	-0.0526851721007085
PAPLN	0.0026597449490528484	-0.041332196716554526
STAT1	0.0026522871489040242	-0.0035075138759246283
RPL27A	0.0026422204521209616	-0.021293439271074854
RPL11	0.0026367989582641066	-0.02160512420154237
ITPR3	0.0026306639492981406	-0.0337657178264395
ACAT1	0.0026281939467452586	0.006188417181335471
SQLE	0.002623263732728885	-0.0046722226879925
GALNT2	0.0026207454604045355	-0.005315711491685582
SLC25A51	0.0026193341315639608	-0.01212847957295915
PTPRU	0.002611854376230906	-0.029107354338438474
PROCR	0.0026059863217447214	-0.03165861116922486
FAU	0.0026042139487162386	0.003980938891002761
ENDOD1	0.0026023445773536726	0.013928621619948706
TP53I3	0.002582857070734755	0.0014191120742674812
ESD	0.002582169387393991	0.01146298471193774
ARRDC2	0.0025792537174217757	0.03096440652965396
ACAT2	0.002579227816436245	0.006238278593413986
PLSCR1	0.002572982528536953	-0.035630244141869216
TANC2	0.0025727505109790156	-0.001729633271229325
GGT5	0.0025680619227914027	-0.008101757694289835
DDAH1	0.0025673841366394726	0.025396145667024583
EDEM3	0.002567347603170581	0.017255787202593298
MCM6	0.0025569568782393428	-0.05258166716566942
PDIA6	0.0025499675133659016	-0.039381171182397035
SLC25A1	0.0025377562925972307	-0.01257157154954791
PCYOX1	0.0025356712912200916	-0.039916160700232184
ETFB	0.0025351550912827117	0.011156672532386891
DCAF13	0.0025343655429075577	0.02601530852620701
ANXA6	0.0025301930456642615	0.026015840514998174
ZC3H12C	0.0025228762587959836	0.0012268388824019372
PLEKHA2	0.0025190132257987977	-0.036124185465122416
DFNA5	0.0025182613263164005	0.024053805462970534
TTC19	0.002517693878981968	0.0016755518918135648
HEATR1	0.002515999416450532	-0.018993982442119528
RCL1	0.0025129963704631463	-0.025337436890169096
PPP2R1B	0.0025123690139927765	-0.03306981561820799
C6orf120	0.002509803636280814	0.03758495629009062
