"id","Ligand Name","Ligand Action","Symbol"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA11"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
13,"acetazolamide",,"CA2"
