	CD-coefficient	Significance
RPS14	0.016341322175441347	-0.10065442974796801
RPLP2	0.01619412743495476	-0.10108273795346578
GM24336	0.0161818279816547	-0.09772515042776359
RPS15	0.01600699711613476	-0.10064122089230743
GM22422	0.01592074176942429	-0.096916162743302
RPS18	0.015833227954062716	-0.10052238998236263
GM15500	0.01575967466506856	-0.09107933285824726
RPL28-PS1	0.015562488105540218	-0.1017908892946241
UCP2	0.01545172099771231	-0.029063688892497996
TRP53INP1	0.015209636368263918	-0.040131047960919486
GM6472	0.01515770562283062	-0.10197783984797576
RPS10	0.015090168281613902	-0.10087666640800008
AA467197	0.014957598355976575	-0.010406077618210129
EEF2	0.014871686631869992	-0.06680353128762143
B2M	0.01482977898846386	-0.03053947038630002
RPL7A	0.0145374563105071	-0.101237012185591
RPL19	0.01410009474933154	-0.10205015231108971
RPL28	0.01392741607114686	-0.10180332313174068
MALAT1	0.013877951690290161	-0.11055584265773721
RPL27-PS3	0.013605641250469275	-0.10182811929395608
GM2000	0.013585403832894648	-0.09562522103720178
RNU12	0.013428275724906293	-0.10273391748054916
GSN	0.013291363167518942	-0.10457489856511731
GM26917	0.01325857371963495	-0.09998008029089783
PDE7A	0.013167195002806295	-0.11143183197097106
RPS13-PS2	0.012985251955302939	-0.1006808259780193
TULP4	0.012981109420935433	-0.0346469490439999
TCRG-C4	0.012872371470174965	-0.06639200364521602
GM10288	0.012659225909406983	-0.08161644015045014
RCSD1	0.012503656331664555	-0.10520141779525949
SPIB	0.012453922671152681	-0.08005140528600407
LSP1	0.012156112010680606	-0.11036481672753001
GM12000	0.012019752019282941	-0.08449624472994166
UBA52	0.011883249900838602	-0.03265468409782346
RPL4	0.011748931582295381	-0.10130104003971452
RPL11	0.011718846470378625	-0.10224426440976997
RPS13-PS1	0.01166669327314568	-0.10069398611600133
GNB2L1	0.01140077394115387	-0.1035675101572997
RPL26	0.01128292400601175	-0.10186513960023502
GM23119	0.010918318586538118	-0.09721406977293084
UBB	0.01081258744818102	-0.03217978145922318
RPL18A	0.010696551732846098	-0.10206246021007781
PDCD4	0.010523408811263537	-0.11147746989203355
RPL24	0.009929881258549463	-0.1018774985315779
RPL3-PS1	0.009792314485190993	-0.10174101520726575
GM23925	0.009686347072819693	-0.09753310363553835
SLC38A6	0.009510760215539362	-0.08832555518271501
P2RY10	0.009480260328338467	-0.11172479511226063
EEF1B2	0.009344622919415594	-0.06674493971263554
TCRG-V1	0.00926671086955446	-0.06636173948178525
GM24616	0.009147349218831957	-0.09785607201630803
HSDL1	0.009129277738560001	-0.1066380904216202
RPS27A	0.00911712145070455	-0.10014749194164208
SRGN	0.009059814225693625	-0.07840279244060466
RPL18	0.00905237399512833	-0.10208701143142573
TCRG-V7	0.008962048775953529	-0.0662399613715432
PLAC8	0.008937936967625543	-0.11072166364736069
GM25291	0.008817563427386842	-0.09805613216827164
GM21738	0.008817385861335757	-0.09648642527838464
TSC22D3	0.008763768824863622	-0.03927993658448803
GM22270	0.008755379757780943	-0.09686081556622234
RPL22	0.008735787860191354	-0.10196396123291196
GM17132	0.008721497497007772	-0.09466189887357773
XIST	0.008647713106886022	-0.016010159895940235
TRBV19	0.008624888920026701	-0.044138897625136564
GM25197	0.00862400329411883	-0.09802559055379512
RPS12L1	0.008573184008903513	-0.1007201823409134
TPT1	0.008546016057931038	-0.048743257928574035
SARAF	0.00854138963030447	-0.09778456337795616
RPL6	0.008517481037323277	-0.10126268462535826
RPSA	0.008512385015259399	-0.09976547046247697
FAM69B	0.008411867056033865	-0.0737316477026349
GM10443	0.008316920853804682	-0.08187165277379588
SNORA7A	0.008214055693765529	-0.08331657994551889
RPL14	0.008210436712356797	-0.10217200774896595
GSTP1	0.008198030551106919	-0.10465591468162116
RBM39	0.008120187216759405	-0.10558691096499051
DDIT4	0.008096243910673718	-0.05990620911661848
SNORA81	0.0080422652835549	-0.08329274631417882
RPS28	0.008042105722924527	-0.10009334694143956
ACP5	0.007878695440910017	-0.013330510269434638
GM6969	0.007808379426144223	-0.10226011179052608
RPS2	0.007753682415115351	-0.10037605406199146
TRPM7	0.0076887733502316764	-0.03973915517249382
RPS7	0.007671260283592472	-0.09980668293890838
DYNLT1B	0.007645149514382673	-0.06554113598423944
GM25541	0.00762947007923654	-0.09815458312894826
GM24105	0.007588268997146046	-0.0976261577136251
ZFP36L2	0.007588111548787837	-0.006516721260189429
EMB	0.0075493196544493945	-0.06865182825209074
TRBV12-1	0.007543998557660268	-0.044448928586476866
RPS16-PS2	0.007457290450686608	-0.10054889751741602
N4BP2	0.007431753834069938	-0.11182919120186152
GM9843	0.007326409534859248	-0.10325866582957588
RASGRP1	0.007280915990341969	-0.10601754161504007
GM26130	0.007271731996073473	-0.09843597144671012
HIST1H2AL	0.00723611371186494	-0.10591978210725461
SNORA23	0.007166302204076879	-0.0837876122944109
MT-ND2	0.007135036718143424	-0.11169239463710634
CTSE	0.007132832443968239	-0.056348984921581
TRDV1	0.007090012179544274	-0.04379861738800883
SCARNA2	0.0070023648489055046	-0.09717758876200155
GM25117	0.006967152790206183	-0.09799497522341333
OAZ1	0.006857410537298565	-0.11186210743904546
UBC	0.006854770813567343	-0.03213985893644811
SNORA43	0.0068053589935281305	-0.0835999076531545
TPT1-PS3	0.00669418089146834	-0.04870828032433294
PREB	0.006569116861820381	-0.1092728593201977
GM23639	0.0065595688450632945	-0.09743996274407529
ITPR2	0.006523487548971923	-0.1088529918094564
SCARNA6	0.006443166186360705	-0.09713122256188811
PTPN22	0.006374065362579829	-0.1078408304047096
MBTPS1	0.006288395210527881	-0.11084102537947488
RPS19	0.006279235937720394	-0.10049585980211684
RPS25-PS1	0.006242401386281419	-0.10020154729671737
SERINC3	0.006228567360875244	-0.094879716928438
GM25822	0.0062254710657083535	-0.0983103752447907
GM25848	0.006179404200318494	-0.09832512535411275
GM9625	0.006178094596197188	-0.10307340321991759
USP3	0.006175631713584758	-0.025865193142239118
GM26165	0.006149155044963901	-0.09845072426866236
CLK1	0.005989306181283776	-0.050605471096371646
ITGA4	0.005848538608012928	-0.10874358692855801
ANXA11	0.005766778164243202	-0.02157433522175317
GPX1	0.005746543131180619	-0.10432035027520975
FAU	0.005651499086810078	-0.07446546899968462
NAV2	0.005614623662300564	-0.11188027053949312
PIK3R1	0.0056135745789620255	-0.11092263235603039
GM10717	0.005605351264849082	-0.08231663317646085
RPL15-PS3	0.005564957044047832	-0.10212359302935714
GM22442	0.0055640691066037124	-0.09692402812369588
ACAP2	0.005550245054377594	-0.012594193341722945
RPS3	0.005546233974536565	-0.10006621570747343
MT-ND4	0.005512596156674548	-0.111694490399455
GM22457	0.005512372696494214	-0.09693971023614889
GNAS	0.005476299446627688	-0.10353892276871929
CCRN4L	0.00547570083567719	-0.04292629821348275
RBM3	0.00544250891354509	-0.10562383622781546
CTAGE5	0.005400511060558036	-0.055747072662402586
SMC4	0.005388954495751614	-0.08568650450868576
RPL21	0.0053324803632240755	-0.1020131372070755
SERINC5	0.005308839049077366	-0.09484460060503141
SCARNA13	0.005304176750871004	-0.09719299609853371
HERPUD1	0.005290586623720708	-0.10560669843457832
RPL35	0.005265445711171671	-0.10150393292371462
YWHAQ	0.0052306274723556275	-0.013352878044470495
GM17131	0.005219790096176568	-0.0946538246362214
STMN1	0.005137388933160256	-0.07474117468117703
MLLT4	0.005120714593548245	-0.11133607603023066
GM22692	0.005115920006333186	-0.09705776266402782
FUT8	0.005055560031723783	-0.0779553173338727
GM25535	0.005017857273538859	-0.09814709397963667
ARRB2	0.004980208528108472	-0.025908955354721097
CDK5RAP2	0.004961301637012165	-0.045792452676921475
SNORA52	0.00488880627971525	-0.08355302796477782
LAPTM5	0.004819985664267543	-0.10973939443761177
GM10116	0.004778998686397264	-0.08119118453085994
GM25636	0.004757705181064891	-0.0981917579836516
SLC44A2	0.004747813481162679	-0.08780747505432407
SYT13	0.004736786757496876	-0.07123343495403045
PYCR2	0.004658485521716061	-0.10746999589573392
CEP85	0.004635907093450319	-0.04745515071228376
KIF21B	0.004563675374444084	-0.1093498155235113
TNFAIP3	0.004547883023050208	-0.05261512712490668
TNFAIP8	0.0045167969109144385	-0.05258205409518224
RB1CC1	0.004511274750155314	-0.10589436387593265
ILVBL	0.004492379229333236	-0.10824970127223049
SATB1	0.0044915772043657804	-0.09763447906264133
GM26079	0.004438946142702221	-0.0984063509966096
RPS24	0.004436994259560567	-0.10024196033833632
FAM102B	0.004403682914453433	-0.07194333435059808
NRIP1	0.00434402921678878	-0.1119427639573759
PAG1	0.004337103559129856	-0.11168780382267873
APOE	0.004288481795536288	-0.02293156790547468
MTMR9	0.004192240595350875	-0.1117467262325399
SNORA17	0.004159489140917726	-0.08383459403786264
GM10221	0.0041386626732774715	-0.08140445178005201
AGPAT2	0.00412357653346534	-0.016458332795230943
GM24119	0.004085576408314424	-0.09763380641654879
GM25733	0.004076301806320665	-0.0982436992718842
HMGN2	0.004026066897796135	-0.10630733135350845
PIK3IP1	0.003990543481755317	-0.1109252526615947
ABCC5	0.003990056674469387	-0.011270446849281093
GM26448	0.0039576004092032775	-0.0985782397543491
PGAM2	0.003936970618518774	-0.11123032290420876
GPR83	0.003910035442987167	-0.1042327949189813
TAP2	0.003888709969323619	-0.06940622255626916
ZEB1	0.003875744348486036	-0.009674113066608592
GM10163	0.0038305300684333093	-0.08130977604716311
KCNAB2	0.003823702710876824	-0.10909656552789482
GM11808	0.0038163468900784545	-0.08405408154460656
NR3C1	0.0038116522890746757	-0.11195208092086528
SNORA61	0.0037920080576974574	-0.08350597565562257
GM28030	0.0037759806360871586	-0.10060275473274088
ATP1A1	0.0037643092844139815	-0.028073915417482415
RAP1B	0.0037473408233178705	-0.1062923843074185
CORO2A	0.0037263265603000397	-0.053316894574862994
XRCC6	0.0036761333954218444	-0.015048523783353973
GM12191	0.003614778599726792	-0.08486884396779515
SLC43A1	0.003606081867505697	-0.08789128025105697
CXCR4	0.00356048070810778	-0.056971626248837004
SRSF5	0.003531016680395634	-0.07762769591190977
GM10260	0.0035094934884501803	-0.08153432755551474
GM25492	0.0035003941802746776	-0.09813205988764351
GM10222	0.003448456781993135	-0.08141626202450672
MT-ND4L	0.003448456781993135	-0.11169551987313997
DUSP2	0.0034198029680120048	-0.0651278384740841
NSMAF	0.003402363869537273	-0.11193545583683773
IKZF1	0.0033861385519365827	-0.10801971442844333
MT-ND6	0.003374685268882672	-0.11169757089406829
H3F3A	0.0033725837997239747	-0.10513426237498108
SAMSN1	0.0033280716004290985	-0.09796404959533711
TBC1D14	0.0032377627932851077	-0.06867738619752117
DMXL1	0.0032196563331397133	-0.06261501186424845
STK4	0.0031771763192291204	-0.07482620528867534
GNAI3	0.0031630016262283915	-0.10351632685015105
GM21897	0.003131208803958896	-0.09660538687704806
BMF	0.0030586052865794206	-0.03471970249725061
HES1	0.003022668120807152	-0.10561666122949503
GM23547	0.003020282807995256	-0.09739336999523474
ATP5J	0.003017985945392734	-0.028435812767607885
FGFR1OP2	0.0030052632207324386	-0.07595522818922551
NUCKS1	0.0029810219433683708	-0.11192040452541085
UBASH3A	0.0029798601959040525	-0.03225981122165644
WASF2	0.002957821023801146	-0.020147945326273287
SPPL3	0.0029538598797620927	-0.07945554131943233
CTSC	0.002949064159319153	-0.056317446198712845
HHEX	0.002941441676231831	-0.10570654180869127
CD247	0.0029126845533494292	-0.04355595695708993
LYST	0.0028962669601534196	-0.1104796136270001
TRGV2	0.0028733328284520614	-0.043350391768797514
GM27624	0.0028654227498445114	-0.1004923170659936
CTSD	0.0028441389506722687	-0.05633322949469863
SCARNA3A	0.002817790349480392	-0.0971621678557395
THOC2	0.0028138800300779344	-0.06261310666785636
MGST2	0.0028073821452508	-0.11120874020674265
MKI67	0.002803980875780201	-0.11129771925764559
PPP1R9B	0.0027827840198831415	-0.10957770320133986
IL17RA	0.0027755356729945043	-0.10808331924760489
EEF1G	0.002764365569090282	-0.0667889185253368
GM22767	0.002754457813309639	-0.09708912087626037
CCDC18	0.002738474748380889	-0.041112441725213306
GM21962	0.0027261191742267484	-0.09663752416391169
PITPNM2	0.0026923247671110286	-0.11082717786245777
S100A10	0.002679001165411769	-0.09841218413857789
TMEM59	0.0026736630753366247	-0.05439839133720281
SNORA24	0.0026566827949716246	-0.08376407697167998
ATP8A1	0.0026448668636517166	-0.028965550607413154
SH3KBP1	0.0026231916093589686	-0.0930677264080203
HP1BP3	0.0026229408018550787	-0.1065051268605609
SNORA34	0.0026209448032484144	-0.0836232953697208
RGS10	0.0026206232611077434	-0.10449119439560872
JUN	0.002609535724352337	-0.10898142214914264
PPP1R21	0.002603138015173172	-0.10963882672147718
GPR65	0.0025945128894487753	-0.10422178131125881
TSPAN9	0.002585151188713555	-0.038178169763496084
STON1	0.0025685672900956635	-0.07462715325911518
AUH	0.002541664374367104	-0.02962460001426985
TCRG-V5	0.002541152378320472	-0.0663009702702847
SHISA5	0.0025248077326916604	-0.09267766550597911
BCL2L11	0.0025149926434839317	-0.03348594158531765
TCRG-C2	0.002504845822790338	-0.06645231176063116
SEPT6	0.0024652275639322793	-0.09508897930548432
MORF4L2	0.0024505569255913293	-0.11143999730557969
RRAS2	0.0024458982726206185	-0.09954469362470297
ARID5A	0.0024325019925271426	-0.02486227107564408
HMGA1-RS1	0.002418770408108912	-0.10623736957123453
SNF8	0.0024181065611324653	-0.08413932311697014
ZFP704	0.002413188193482689	-0.002785888051122787
GLCCI1	0.002400434810382462	-0.08048838376695147
F13A1	0.0023931145412323432	-0.07146866961973042
STK17B	0.0023912658018230113	-0.0751093362573031
FRMD4A	0.0023647923632132773	-0.07742629148300367
JAK1	0.002350993984779086	-0.10890542350192622
NACA	0.002349353102655789	-0.11184805016697041
SNORA70	0.002336350043978775	-0.08343516991473121
ARPC2	0.0023353710013126004	-0.025752518508793273
HERC3	0.002330752038146746	-0.10559173911853831
SON	0.002327529918938664	-0.08166548397904594
A830010M20RIK	0.0023246542244876617	-0.009989655217576617
PPFIA1	0.0023245735409830803	-0.10988153179536242
SSBP3	0.002278463984003067	-0.07738419465393842
GM11478	0.0022715932676619023	-0.08324340121862711
PLAUR	0.002267494262845699	-0.11070888582343841
GLTSCR2	0.002253651801083653	-0.08079409619474237
UQCRB	0.0022463836638143063	-0.027096906814996213
GM22181	0.002232055418975594	-0.09683709160568404
BLMH	0.002223647897309902	-0.03449762003226649
ASUN	0.0022131971553479846	-0.026981342017948592
PPP2R5A	0.0022025130202032736	-0.10951935390477618
RBM26	0.0021933773768234724	-0.10565130756996666
ACTN1	0.0021753815700962255	-0.013770871762135206
GRAMD3	0.0021629048946879676	-0.1043685967599956
PPIB	0.0021529512949408033	-0.1098594708389179
GM22806	0.0021477823386287474	-0.0970969761694585
VAPA	0.0021338364938179853	-0.024063709694748248
CHCHD3	0.002118440295425829	-0.0482109994628616
CHKA	0.0020951609721446738	-0.0486730753872498
PSAP	0.0020869271413447776	-0.10860296569393268
HP	0.002076535364447041	-0.10650050829197427
SH3BGRL3	0.002056809181799725	-0.09325084672689476
HSPA5	0.0020530541281101856	-0.10671674301497192
PPP1CC	0.002040895702773357	-0.10973504484736807
GM26905	0.002019481641375713	-0.09995141665683344
TRIM24	0.0020122010687594195	-0.04279109257006175
SPATS2L	0.002010843919243445	-0.0805639329550848
DEGS1	0.002006137962157574	-0.06070465539879516
ARHGAP15	0.0019973842695418555	-0.023987545707667958
DUSP1	0.001989495823194917	-0.06502102008089702
CLDN4	0.0019798321958206843	-0.05017839929185437
HHAT	0.0019681136710358	-0.10570154764650369
INPP5D	0.0019638543245889865	-0.10840321614892273
MRPL24	0.001962910342327459	-0.11155467668232871
MXD4	0.0019599427474885746	-0.11178272186041505
DPP4	0.0019571892844932864	-0.06434912647656468
SLAMF6	0.0019527312170434456	-0.09143212533552236
NFKBIA	0.001944506731859388	-0.11196729006652117
SFPQ	0.0019433844809563648	-0.09388560275971569
DESI1	0.0019392669891296782	-0.06110368145156847
TMED5	0.0019283158809114557	-0.05892687873079394
RPL10	0.0019232424832238307	-0.10230422561943353
MTMR1	0.0019176363744416113	-0.11173719999086562
MYO5B	0.0019150472618635807	-0.1118165360365686
ZFP1	0.0019124553317981725	-0.00916693519988987
TRPC4AP	0.0019039916892728197	-0.03991633322113641
AKAP12	0.0019030804184310731	-0.017813488902101007
CABLES1	0.0018885674059006003	-0.03780414898245414
HMGCS2	0.0018872031471002175	-0.10629810343162455
GM22884	0.0018808095337167349	-0.09712050514231546
NSA2	0.0018757788232044725	-0.1119388058790497
OSBPL3	0.0018738262193849998	-0.1117741833351048
GZF1	0.0018713350289873104	-0.10493196761244095
MFHAS1	0.0018624042493696744	-0.11114177493382027
GM10020	0.0018595543590110817	-0.08089109054564839
CBLB	0.0018546769030733416	-0.04002481298569838
RPS2-PS10	0.0018500690815817958	-0.10036268608883148
4932438A13RIK	0.001848298043945189	-0.006519454858074137
AFF3	0.0018414607169304213	-0.015925011209437658
NDRG1	0.0018381326264025112	-0.11191341823844592
HBP1	0.0018373013944848187	-0.10531821392107638
ITK	0.0018184529061557396	-0.10881616418603729
PIK3R5	0.0018171202039752958	-0.11091202749858353
ACAA2	0.0018161182580974432	-0.01228738702949949
RAB27A	0.0018120481454251386	-0.10706669701991678
SERP1	0.0018077595528105455	-0.09482701221964163
SNORA64	0.001804137541913362	-0.08348239125509826
COX4I1	0.0018028126564252473	-0.053571823001113766
IFI27	0.0018022555884210454	-0.10705232870628628
PTEN	0.0018012715454101247	-0.108092556911765
LUC7L2	0.001797466694423978	-0.11040278063035813
CYTIP	0.0017957710013963746	-0.05783368071582992
ABHD15	0.0017929559574981755	-0.0116979756339336
USP18	0.0017878119906392252	-0.026183686062348777
EPB4.1	0.001784561735840099	-0.06943916636488043
GM2260	0.0017750050942599137	-0.09699494145014487
GM27252	0.001774630142765788	-0.10036715269994878
NPC2	0.0017733116437269275	-0.11196395562259853
GM15452	0.001766550004305562	-0.09091590402859423
D430041D05RIK	0.0017548400874518471	-0.05829451267347957
GM10073	0.001747882102527163	-0.0810478024918499
MRPL23-PS1	0.0017413037249577395	-0.11155315503479224
ICT1	0.001734612072736492	-0.10693579480182525
CAT	0.0017307518445224457	-0.03988078473969289
PRKCA	0.0017302002366944398	-0.1091137357672004
KLF13	0.001729039275071265	-0.10943507814294695
IFNGR1	0.0017284727331357806	-0.10713074815222434
BUB1B	0.0017277897792095842	-0.0363358523665232
NAIP5	0.0017270037179279506	-0.1118599609545553
GPRC5B	0.0017253948228943142	-0.10427673529293935
ATP5H	0.0017239813775424054	-0.028416704334730966
NME2	0.0017190266207364007	-0.11197411930952195
NDST1	0.001705595711321695	-0.11191530389341375
4933426M11RIK	0.0016924158170643275	-0.006760610310336996
ARRDC3	0.0016894961647953303	-0.025967988460945446
GLUL	0.0016814030403788287	-0.08081842858622532
TUBB4B	0.0016758196529425076	-0.035244670743794004
CAMK4	0.0016741802816934302	-0.038545466098651185
CORO1A	0.0016701358550353556	-0.05326598438606067
SLC25A12	0.0016641440471140735	-0.09031428827284305
MRPL48	0.001662135937693195	-0.11158780628580273
MYZAP	0.0016541075892981512	-0.11182473184370201
AKR1A1	0.0016398275877350906	-0.018163640879199736
SNORA33	0.0016344561741582977	-0.08364665484844358
AFF4	0.0016338748965449331	-0.015947650161954485
EGFEM1	0.0016326957684617736	-0.067107418074424
ZFP191	0.0016265942048668109	-0.00824595497471603
GM10721	0.00162317402650574	-0.08236176996978586
KBTBD11	0.0016216935407413276	-0.10906630281167762
BTF3	0.0016178725387520241	-0.03613878044264053
MAN1A	0.0016164977008820414	-0.1105705364995605
CD163L1	0.001614508085614505	-0.04323920183508756
GM13237	0.0016094575908024093	-0.08709311606276868
JDP2	0.0015971648104768808	-0.10893079519672483
GM9864	0.001595888653253773	-0.10327568178310564
TIAM1	0.0015869251924035517	-0.06203743515491211
GM5641	0.001581313643535415	-0.10159690227535784
PAIP2	0.0015800608211322589	-0.11168102202559949
MED13L	0.0015728184712523814	-0.11097046829834001
TMEM242	0.0015690824602034362	-0.0556435365993152
GYG	0.001565247109926148	-0.1048958063931838
RASSF5	0.0015551109458959535	-0.10594724940224254
TRNP1	0.0015465421067136582	-0.04052695616845803
UBL5	0.0015404892682274796	-0.030354855837730343
PDIA6	0.001533236835623593	-0.1114090734410288
SLAIN1	0.001532125696679883	-0.09150818297149654
2610005L07RIK	0.0015229478656905884	-0.004546572662774301
SSR4	0.0015212701240194231	-0.07708390069354876
YBX1	0.0015206609682190536	-0.014533468119173998
BC002163	0.0015169477082625279	-0.0320629068155977
MYEOV2	0.0015166323704061265	-0.11179559026229824
AKT2	0.001508788130052574	-0.01832577854976815
GM8430	0.0015078455562898537	-0.10277135313821739
FBP1	0.0015077016947337878	-0.07456081025387512
GM16093	0.0015040482872318022	-0.09295853397162374
SLC25A53	0.0015013223213776721	-0.08957277509665407
MLXIP	0.0014993058351857283	-0.11134340299864587
TRDV2-2	0.0014972207237677428	-0.04372995339982866
PDIA3	0.0014967633206687254	-0.11141526557272541
MIR8091	0.0014935797886326417	-0.11128201900858153
GM14136	0.0014800706511607935	-0.08889720896835945
VCP	0.0014686438933866222	-0.023491876631072772
PDE3B	0.001466225140614136	-0.11145180143620992
MMP8	0.0014627005383355664	-0.11137640478703614
GSTM1	0.0014626406463320318	-0.10461790082238359
TAF1C	0.0014592030627952808	-0.07030812767067984
UBE2C	0.0014486548834190772	-0.0319832165504319
CDK6	0.0014437386936043061	-0.04582814859653733
GM14567	0.001443451272364281	-0.08975547661823124
SEPT8	0.0014423572442499159	-0.09505425755740371
SGPP1	0.0014352604804135345	-0.0935237248543569
UPB1	0.0014324392925494846	-0.027585132772101395
GM10040	0.0014202431520348303	-0.08095154494155962
MGEA5	0.001419946726846573	-0.1111922988877031
1700034P13RIK	0.001412597761996573	-0.0021209723803642267
LZTR1	0.0014080080900464962	-0.11048845718264105
EIF3M	0.0013966492509167778	-0.06787069578639279
GM4604	0.0013925829226853956	-0.10115215203686856
G3BP2	0.0013822753517475654	-0.07819124874369632
EIF2S3X	0.0013777447702324169	-0.06765557601525873
SQSTM1	0.0013766334056628377	-0.07877292339775976
KLHL6	0.0013749131118689917	-0.10953360934996897
MAP1LC3B	0.0013740291190453917	-0.1106083782819336
KIF3B	0.0013699145367041497	-0.10936890083560336
RTFDC1	0.0013686473404817632	-0.09893986759015905
GM11361	0.0013613018693619987	-0.08294526905356489
AARS2	0.0013573119644787913	-0.010730597630376544
