	logFC
4933433G19Rik	0.531268180192959
Hist1h3c	0.5279401246558548
2010204K13Rik	0.5274739884042045
Ms4a6c	0.5250320598134903
Gm13154	0.5237026979284416
Pdzd9	0.5232804685779052
C430049B03Rik	0.5228118324950181
Zfp273	0.519632868001334
Enpp6	0.5187709229837247
Mfap1b	0.5162613146237169
Tssk4	0.5162069557996485
Spag4	0.514583450253288
Ank2	0.5131362157427916
Foxd2	0.5130580603621394
March3	0.5123398879760996
B930041F14Rik	0.5116658506530938
Gm527	0.50920676016754
Stac3	0.5092060577372546
Pbld1	0.5052992784707909
Bbs10	0.505296741838693
Fbxl22	0.5044821283679148
Nlrc3	0.4999012922505537
Msln	0.498558393462891
Irak3	0.4962342780901275
1110046J04Rik	0.495077848115281
H2-Q9	0.4899940318558928
Pcdhgb8	0.48730876329150236
Cnih2	0.48064380527023287
1700001G17Rik	0.48064076280957474
Mir3960	0.48064028735296593
Snora17	0.48064007561706246
Mir1249	0.48063964230829
4931440P22Rik	0.4806388344338169
Vmn2r-ps129	0.4806385290391176
Gm15787	0.4806378624452797
Fzd2	0.4806376517894772
Lst1	0.4806376218949914
Prr22	0.48063760417135454
Zdhhc14	0.4806375062746128
Gp1ba	0.4806374374890029
S100a2	0.48063701121378427
Mir568	0.4806368932681046
Car15	0.48063673886252173
Hist1h3g	0.4806367008104273
Myl9	0.48063634496979585
Snord87	0.4806342984677533
Slmo1	0.4806342009684073
Arg1	0.4806328966049803
Tmie	0.47393531296389996
Mterf1a	0.47016804324793554
Adam11	0.4673073865466266
Wdr60	0.4664266580461393
Fam228a	0.46406992019738175
Lefty1	0.45717966750526967
Vgf	0.45597457861995977
Slc36a1os	0.4555520528315822
Nudt15	0.4520700510193322
Tmem179	0.4514918580195118
Nts	0.4502632716335453
Tmem86a	0.4501031050518501
Lag3	0.44893084876058803
Ccdc78	0.4474696697990336
A930013F10Rik	0.44669199309768526
Il15	0.4442128080836682
Nkx2-3	0.4434899480526438
Cbr2	0.44164196800493827
A930015D03Rik	0.44110476814463406
Pcdhb21	0.43881940685200715
Gpc2	0.43881639932756156
Cd27	0.43827764157829785
Fos	0.4381338761064084
Rep15	0.4375681629178776
Slc25a29	0.4369103798368567
Man2c1os	0.4317280546681125
Scx	0.4317270487869422
Gm15471	0.4300848872018367
Samd14	0.42892293824156524
Sh2b2	0.4288379143687426
Epor	0.4281709580597552
Cdsn	0.42405723074287377
Ly6g5b	0.4240552365180023
Aspa	0.42405402739703196
Hspb9	0.4240488307146339
Gp9	0.42093223350755893
Hexim2	0.4201783784386792
Gm15417	0.41828043051131275
Tcte2	0.4165092680404725
Ephb1	0.415728842972185
Zfp235	0.4149358010962102
Nek8	0.41454789979967965
E130112N10Rik	0.413523864966265
Tmem229b	0.41065314288118765
A330069E16Rik	0.4102527264097138
Ppm1h	0.4096809384007229
Slc6a2	0.40848559592979644
1700071M16Rik	0.40699571678250973
1700056E22Rik	0.406635798358911
Hmx2	0.4044013992881222
0610038B21Rik	0.4040170597843565
Rltpr	0.40401547052476466
E130317F20Rik	0.40367262586378105
Pxmp2	0.40263696361097445
Gbp5	0.40120251929755757
Fam217a	0.4012018674452082
Sftpb	0.3995412287534677
Prob1	0.3988946879888505
Mir17hg	0.39876094130023565
1700052K11Rik	0.3962457947577967
Klhdc8a	0.39490646809547114
4930520O04Rik	0.39315623654314985
P4htm	0.3913648993506806
Ugt1a6a	0.38836865491415107
Cdk3-ps	0.3875284499088048
Lurap1	0.3875279509049588
Rbp2	0.38752757118266146
Htra1	0.38752737767623424
Gm8234	0.3875259155819498
Mill2	0.3855138099219511
Acyp2	0.3842090389024352
Tgif2	0.3841216834463453
Peli2	0.38396077429340325
Fam178b	0.3834090516462525
Gnal	0.382545923339356
Cyp4f41-ps	0.38110127783198855
Slc35f2	0.37926357879918465
Ltb4r1	0.37827291144827624
Tceanc	0.37787842538423155
Htra3	0.3761242803354327
Tsacc	0.37372551063300385
Isl2	0.3737219628820133
1810062O18Rik	0.37372191098398416
Speg	0.37313394228175484
Zfp341	0.3725360855908013
Pygm	0.3717033817148479
Rassf7	0.3710169750964503
Serpina1b	0.37084897475067213
Cox7c	0.3693138866305702
Neat1	0.3692848323590941
Gm1123	0.3681611259074837
Agbl3	0.3668502913185051
8430408G22Rik	0.36652386817552896
6030443J06Rik	0.3664659097529376
Gm6634	0.3660007020022491
Gm10560	0.3651596476241842
Tmem203	0.36371897152066246
Gm10653	0.3630411329061183
Dynlt1b	0.3624556415818583
Smco1	0.35933113485156826
Robo3	0.3593304531437541
Hyi	0.3574642377447307
Syt12	0.356902336383838
Gdpd3	0.3551086673455671
2310001H17Rik	0.35500353706276877
Tbxa2r	0.35400947188262605
Pigh	0.35173031408362654
Tmem51os1	0.3513545185985965
Cyp1a1	0.3502071333113467
D030028A08Rik	0.348722757942384
Serp2	0.34771752733610095
Nat14	0.34737399420748455
Tsx	0.3473644000790179
5830415F09Rik	0.3463361719174888
Gm14057	0.3457073870951596
2010320M18Rik	0.34390293955384726
Hpn	0.343140590601563
Ispd	0.3420926316165897
S100a14	0.3420105560370192
P2rx1	0.3412334909345678
Gm9958	0.34045887756114074
Zfp239	0.34020032221850927
Slc25a47	0.339774613401851
Fbxl12os	0.3386178223086762
Lifr	0.33796149501832373
Med31	0.3370835780631465
Nup62-il4i1	0.33624833978512714
Entpd2	0.3362454874325484
Rasd2	0.3347890955968337
Deb1	0.3347005904699533
Ntn4	0.3345555453206239
Obsl1	0.333795280628604
Lipt1	0.33341131602135254
Mtfp1	0.3330808161106174
Dapk1	0.33074216322365535
Zfp747	0.33073778836566997
Tyw3	0.33063718302523354
Hist1h4b	0.3286337793380638
Hist1h2ai	0.32863348910495227
Gm15446	0.32863325466794985
Tmem154	0.3286310118449873
Fam161a	0.3286305284921881
Far2	0.32863000568351475
Zfp947	0.3275231408894241
Sytl4	0.3262444547027753
Calcb	0.32498519104115176
Pigv	0.32453009239543185
Gm5531	0.32391364417364704
Isyna1	0.32353420375309083
Gna15	0.3230974044838307
D330045A20Rik	0.32309372041406825
Crebl2	0.3228076208996105
Adamtsl2	0.3222095242370137
Ccbl1	0.3211604513726428
Spaca6	0.32053014663411616
Stmn3	0.3201730855541799
LOC102633315	0.32017137473461704
Zfp182	0.32013495717327106
Cngb1	0.31978592516146614
Omp	0.31858045777739274
Zfp94	0.3183024845060352
C920006O11Rik	0.31714342470175905
Insl6	0.3171382970811197
Zfp455	0.3171367970596468
1700008J07Rik	0.31666164453613815
Spa17	0.3162530744984479
Ucp2	0.31598049308091736
Gm996	0.31575151252764116
5730480H06Rik	0.3146273017446835
Zfp61	0.31462658163744783
Wdfy1	0.31345590552649666
Aldh1b1	0.3107128153508241
Mylpf	0.31070646330849794
Cbs	0.3086842908428095
Lbx2	0.3082719999376834
Calr3	0.3082519111141248
Sparcl1	0.3081707185155645
Zfp953	0.30812965807685344
Ankrd55	0.30787736239602514
Fzd9	0.3070063074287101
Zfp566	0.3066148793937671
Ly6g6d	0.3066077562974751
Dusp18	0.30624057911243563
Lrrc61	0.3062353869134181
Mmgt2	0.3062119111695868
Klra18	0.30607906751859415
2310010J17Rik	0.30589965427840765
Odf3b	0.3050614784572516
Wnt6	0.3047876502217745
Hic2	0.3046893563519794
Vav2	0.3040645032204245
2010015L04Rik	0.30376245340811736
Cxcl2	0.30375639067443966
Kctd1	0.30316664007003025
Ankrd16	0.30263981898063896
Hcst	0.30108840941556414
Hoxb5	0.30081700845637277
1810032O08Rik	0.3005176584523724
4930470H14Rik	0.3004853521880584
E130307A14Rik	0.3000681037957033
Tmem191c	0.3000646304581892
Pex10	0.2993374702423474
Dnd1	0.29879828192513597
Gm20604	0.29846358799927974
Zfp503	0.2980094762147419
Pdzd7	0.2977823958263744
Ccdc62	0.29777260842960945
Det1	0.2971913262325604
Pddc1	0.2965267760994462
Dlx1as	0.29621698524177503
Abtb2	0.29621192444457833
Fbxw9	0.29602977405397723
Gipc3	0.2956111569592817
Zfp580	0.29560372248773453
LOC101669761	0.29508570125986544
Alkbh4	0.2950784945651083
Snora70	0.2950772511773701
Setmar	0.2936008471309069
Gpr157	0.2933590480987408
Gm16062	0.293012633931435
Doc2g	0.29256251405590045
Mtg1	0.289713345330288
Tbc1d8	0.28848930243572696
Hist2h2bb	0.28799699943578316
Pgam2	0.28799305825431504
Kctd15	0.28799237932512345
Gm12338	0.2879922869718581
Mir6981	0.28799223529223117
Tomm6os	0.2879914117778073
Mir1291	0.28799139426783654
Sult5a1	0.2879908574107193
Mir8112	0.28798846867381395
D17Ertd648e	0.28798807701296725
Zfp97	0.28798670034931506
5530601H04Rik	0.2879854172368792
Rab26os	0.28695550865231645
Tmem176a	0.2868911272866123
B430010I23Rik	0.28435893508406535
Abhd14b	0.28305937745186893
Stoml1	0.28295117268480025
Xrcc6bp1	0.2825238487961723
Lancl1	0.2815911906639822
Gm7609	0.2813289020919179
Zfp688	0.28061216431436725
Gpt	0.2803343923591887
Hs3st1	0.2799092463554807
Adam1a	0.27972361909433974
Fam134b	0.27967737529086784
Chchd7	0.2796397508954756
2900008C10Rik	0.2789841235835164
Slc22a21	0.2785991844917589
Rpl26	0.27841395566940974
Csrnp2	0.27819921156725697
LOC100504608	0.27710904385913865
Aqp11	0.27670248663359
BC051226	0.2764975856751897
Nhej1	0.2762768121279201
Sybu	0.2759913633539032
Bbs12	0.2755422297311387
Zfp607	0.2754418987783305
Ang	0.2753366006959129
Swt1	0.2751952781405107
Slc35g3	0.27418599734828064
Rgs10	0.27418531474782615
Npw	0.2741848292831225
Camk2n1	0.27402475699858575
Vangl2	0.27370721555387173
1500009L16Rik	0.27354123009421893
Ctnnal1	0.27328356927192937
Ocel1	0.27274652955823486
Eno3	0.272545596816857
2310034G01Rik	0.272047818939075
Zfp821	0.27081970702892055
Ufsp1	0.2707140724906148
Exosc4	0.2703515364323153
Rbm3os	0.26915815396062354
Pla2g2e	0.2691332658494459
Mettl23	0.26913270798394173
Gm5901	0.2691324189497637
AA465934	0.26899338186425187
Smox	0.2688218451231456
Fam219aos	0.26873922850843396
Zfp672	0.2678699653336228
Rgcc	0.2667692481537566
Rnaset2b	0.266698938822123
Nthl1	0.26629672025977785
Nwd1	0.2654710559308522
Mterf1b	0.2649060298361205
Hoxa4	0.26476705634440956
Nid2	0.26394333307784046
E130311K13Rik	0.2636090367441038
Dcst1	0.26304452974446696
Atp6v1g2	0.2628863344971841
Zkscan8	0.2626595235393154
Slc22a17	0.26216866737797917
Lix1	0.2619974376963617
Evi5l	0.2617571993588786
Wdr54	0.2617399857104508
2310009B15Rik	0.26151969651344753
Thap3	0.26135196244674835
Cd37	0.26131831945855966
Pcdhb22	0.26066674575758897
Klhl17	0.2602871177096555
Prdm8	0.26024727231419886
Prox2	0.25972438672467524
Tnfrsf18	0.25928543178860963
Ccl7	0.25824499477675467
Gm4013	0.25824393827718556
AY512931	0.25824318394428303
Plxnb1	0.25745790538033364
Zfp689	0.25675110559586173
Ficd	0.25567905672672686
3000002C10Rik	0.2555713120800169
Josd2	0.2533875051016875
Llgl2	0.25331294988340997
Gas2	0.25322643778195286
Ptch2	0.25322069410313996
Sh3d21	0.2530145097482773
Hspa1l	0.2526845783150084
Zbtb12	0.252369379325519
2700086A05Rik	0.25236672074884375
Mxd3	0.2515503281640325
Gm10416	0.25115735223337593
B930059L03Rik	0.2511562570130176
Clca5	0.25115492120987526
H2-M3	0.25066076560599077
Apbb3	0.250022243484073
Crlf1	0.24930900741520334
Qrsl1	0.24910725774320167
Zfp791	0.2488228087450325
Gm15545	0.24846680474989785
Itgb5	0.2483787137043953
Slc25a38	0.24833345747471255
Pfkfb4	0.24827245753799446
Tle2	0.2475552399093158
Angptl4	0.24747625220930045
Mettl22	0.24743560609934565
Syngap1	0.24737214626464202
A630066F11Rik	0.24727632904238145
Abcc10	0.24725888959327166
Ccdc184	0.24714938305167972
Fndc4	0.24650699455131317
Eln	0.24617444225880958
Unc13b	0.24606790408176007
Thoc6	0.24604009682075248
Pex12	0.24593188372267513
Zfp282	0.24592078406155798
Nrp	0.24579164125940245
Zkscan5	0.24540997095505782
4732490B19Rik	0.2450081468463318
Sorcs2	0.24457144090190897
Gpr153	0.24419852474125434
Igf1	0.24403721851696838
Gm17644	0.2439366500629475
Zmat1	0.2438385621632725
Fgf18	0.24359977458944584
Pllp	0.24359628993732402
Fcgrt	0.24330985407741132
Rnd2	0.24284328771658936
AA474331	0.24247572396061987
A630001G21Rik	0.24247441453340807
Cryl1	0.24163167431211727
Cpt1b	0.24146086839447897
Frs3	0.24144555948090407
Tnik	0.24108675850228892
6330409D20Rik	0.2396312767722162
Cib2	0.2396305519085261
Rnf32	0.23928304540697304
Ddit4	0.2387625262281871
Ankrd13d	0.23766424645003903
Fam20a	0.23754193146314656
Msantd2	0.23677194081991243
Ccdc69	0.23671055652429274
Prkab2	0.23572525905180583
Ybey	0.23569151896884552
Slc22a18	0.23552608592196558
Nox3	0.2355257700409001
Stard10	0.23519608914988852
Proser2	0.23459331836548253
Fbxl16	0.23447635113835208
Rasgef1b	0.23442335049138327
Ube2cbp	0.23399813142606232
Pla2g16	0.2339967530344857
BC005764	0.23370771452288694
Tlcd2	0.2333356290257071
9230114K14Rik	0.23320399442004358
Mcat	0.2330442733636851
Gzmm	0.2327119338628504
1810044D09Rik	0.2327072207516113
Gm19757	0.23270357527699348
Tmem160	0.2317155733350925
Olfm2	0.2316085952582211
4933439C10Rik	0.2314673966329227
Pigc	0.2313341482895181
Mamdc4	0.23127868249113656
1110065P20Rik	0.2308085610715268
Nadk2	0.22999154488595858
Cxcl16	0.22909333740031215
U2af1l4	0.2289918305004743
Dpm3	0.22862022177669084
Zbtbd6	0.22824891757819735
Lin37	0.22793332667266944
Phldb3	0.22787261870838238
Gm6654	0.2278710264931817
Sgpp1	0.2278691149985036
Coro2b	0.22730387800748078
BC037034	0.22721847078313695
Malsu1	0.22711587587720342
Zfp775	0.2268787193620802
Nenf	0.226772923820971
Ndufa1	0.22653452390861337
5430416O09Rik	0.22632263680989864
Tfcp2	0.22618965213365916
Ppp1r14a	0.22606591965488299
Has3	0.22576243174895633
Rmdn1	0.2257090016276255
Mir703	0.22537894169283862
Zfp420	0.22517659438957704
Pdik1l	0.22500423002961273
4933428G20Rik	0.2244150054189393
Fam20c	0.22386017144349787
Pdxp	0.22347903727749746
Bik	0.223332755352925
Hilpda	0.22304750155037298
Zfp579	0.22295730680773698
Phf21b	0.22286045981528585
Prkcg	0.22181267895783002
Oas1b	0.22176183365516686
Mnd1	0.2213941331783487
Tlr6	0.2212565911874569
Dnajc24	0.2212052741517512
Ppp1r35	0.22083886786606746
Zfhx2os	0.22057840801996384
Six5	0.220485047688535
Mmp28	0.22032102790062894
Cdkal1	0.22027722598710534
Gdpd5	0.22022040054218503
Mrgpre	0.22019337453960083
Dhh	0.2191281284442432
Rslcan18	0.2186408246207933
Dennd6b	0.21852679988081808
Tcaim	0.21846522603750068
Cln6	0.21812272405003097
Mapk1ip1	0.21787718365205594
Ccdc39	0.21760588302328562
1700109H08Rik	0.21760381185568875
D830046C22Rik	0.21760270297665976
C130050O18Rik	0.21760267886421328
4930599N23Rik	0.21760251381379378
Tmeff1	0.21760245872521972
Ptprcap	0.21760235268716885
Snora81	0.217602155733292
Asic1	0.2176013778685714
1700025B11Rik	0.21760134955394766
Scrn2	0.21760114551823237
Sirt5	0.21759752453336195
Cirbp	0.21728965406502418
Ccdc142	0.21690474869488757
Slc39a3	0.21672983263872092
A230050P20Rik	0.21668468368854896
Tcea2	0.2165410979684596
Kcnh1	0.21608992505346172
1500011B03Rik	0.21583926932056002
Tmem42	0.21474199184199985
Rhbdl1	0.21474088118052073
Slc14a1	0.21451035750280723
Slc16a12	0.21399127953311634
Pcdhb18	0.21335340864714253
Rbm14-rbm4	0.21303047134720574
Gm15350	0.21294306271759586
Rab44	0.2129398573476813
Epm2aip1	0.21238684084660334
Klhl8	0.21215032834736983
Lonrf1	0.21204238441159445
Slc10a3-ubl4	0.2111207808243194
Pex26	0.21106693352440697
Abhd14a	0.21100673366506117
Lyrm2	0.21079835624630813
Ctxn1	0.2105396916676596
Atp13a2	0.21050901715246947
Dffb	0.21037047845264195
1110002L01Rik	0.20967488115300054
Ppcs	0.20962947152148187
C630043F03Rik	0.20933500238560215
Rd3	0.20917279113238144
Klhl15	0.20901044277935063
Ubald2	0.20884656804200372
Ltc4s	0.20845595229767405
Nrep	0.2083803121628696
Khk	0.2078218174885581
Cyp7b1	0.20761965370982485
Igfbp6	0.20761827464152344
Thnsl1	0.20749582169749606
Rnf113a2	0.20673231605335624
Trim47	0.2064748500587721
Leprel4	0.20631694962023006
Lrfn4	0.20617439648726332
Colec12	0.20592272681902032
Mlycd	0.2058991226546003
Hoxd3	0.20500209851758192
BC024978	0.2046768830694207
Zfp647	0.2044303301276888
Sp4	0.20433686207771615
Zfp799	0.20419420956813444
Zbtb17	0.20365868544482166
Ccdc28b	0.20322366260838606
Lrrc25	0.20310317785056334
Zfp493	0.20253357531565166
Klc3	0.2023362953149607
Bmf	0.20204433076311798
Tpsab1	0.20197949616023078
Rfx2	0.20191698221328966
Mgst3	0.2016338611696507
Fgfr3	0.2015893588713115
Fam102a	0.20148839605408583
Tbc1d30	0.2013028944004117
Atraid	0.20128335093482222
4930412O13Rik	0.20125424904722727
Osbpl7	0.20114415513723138
1700066B19Rik	0.20111413959939345
2900041M22Rik	0.20106263809682537
Cep72	0.20102128148091894
Cish	0.20067813297082587
Zfp53	0.20053361855167454
Ccdc175	0.2005322026354562
Gm4532	0.20052938691840635
Hbb-y	0.20052926520846692
Pigb	0.20014171854210522
E030030I06Rik	0.19988105682886173
Klhdc9	0.19945674574796934
Arsg	0.19931150955299445
Srms	0.19927668497264173
Pvrl1	0.19912326426920313
Mocs3	0.199064788812978
Ulk3	0.19886561522398827
Grk4	0.19885863837450574
Fnbp1l	0.19870563694948856
Sema3d	0.19859969479477704
Pgap3	0.1982435656224189
Vps51	0.19812082208971155
Ltbp3	0.1980483481526056
Cklf	0.19788511610086018
Fancc	0.1973648096709143
Vwa1	0.19700768403154653
4930503B20Rik	0.19684587306233528
Izumo1	0.19684584714617392
Gm20324	0.19684389725257792
Nkpd1	0.1968435340645057
Mgst2	0.1968418980635576
Ss18l1	0.19683908604795802
1600014C10Rik	0.1967083270005962
Tada1	0.19663730945129335
Nckap5l	0.19663325581189348
Zswim7	0.19599628982442757
Rgs2	0.19548685588570455
Hnrnpa1	0.19528255255900037
Lrrc75b	0.1952343487431861
Hdac9	0.194933814679865
Kifc2	0.1948815835437999
Pltp	0.19471003216932903
Zfp189	0.19448932123340276
Tmem17	0.19433416132337
Alox12	0.194332688681172
Rdh12	0.19433104471844853
Sirt6	0.19394102925142065
Nadsyn1	0.19370077137835745
Zfp628	0.19346306392898807
Med29	0.19338865869635258
BC065397	0.19335481551347244
Cpsf4	0.1932355450217692
Kifc5b	0.19313437642643894
Rasd1	0.1929789812325392
Gab3	0.1928340197236985
Chst2	0.1926586183579887
Slc2a4rg-ps	0.19206688704171723
Aim1	0.19191725172475865
Msx1	0.1916745607656299
Noa1	0.19164919099651342
Zbtb45	0.19143056438697673
Phpt1	0.1912761309888783
Endog	0.19113007818367034
C030037D09Rik	0.1911297335046607
Zfp382	0.19112951061027922
Slc26a6	0.1907158324357993
Tsc22d3	0.19063190845769667
Dcaf4	0.19046537540808928
Traf5	0.19041879459359828
Cdk20	0.19004765984503325
Ripply3	0.18982563506596623
Zfp39	0.18959184497714515
9430037G07Rik	0.1895891120328633
Med16	0.18920985873255716
Amica1	0.1891752350736334
Skida1	0.18917469743042614
Slc36a4	0.18912576445332863
Kazald1	0.18874654385533535
Lgr4	0.18871416083276477
Akt2	0.18867783019643386
Gnai1	0.18824616609074743
2700081O15Rik	0.18823491370911052
Zfp629	0.18785654672176105
Ccdc112	0.18785598577341184
Lrrc14b	0.18722804229213466
Dolk	0.1866626631341643
2610318N02Rik	0.1866461069385628
Nudt1	0.1864999590716406
2310057M21Rik	0.18612250966708443
Tigd5	0.18606611123696123
Rhbdd3	0.18552010876880184
Vcan	0.18546248921536604
Rgl3	0.1851831843449276
AW146154	0.18518123169358
Slc27a4	0.18513725939982995
Rabac1	0.18502845758324665
Nck2	0.1849497005533876
Ankzf1	0.18476778693002333
Zfp771	0.18424353817803796
Nme3	0.18415279256527836
Hdhd3	0.18401983665207713
Ppargc1b	0.1839193339229062
Dtwd2	0.1837552514019529
Gpr137	0.1836106396472882
Wdr45	0.18359194669163534
2810006K23Rik	0.18316529565369424
Cep131	0.18246529437358106
Snhg7	0.18241283947735268
Aoc2	0.18235103844065687
Plagl2	0.1822558207159477
Ccnt2	0.18217353035828465
Rnf5	0.18215960164054779
Dalrd3	0.1815567680655414
Camkk1	0.1815052203672262
Hist1h2bc	0.18131819153094494
D330023K18Rik	0.18108101301782356
Gpr176	0.18107930475060674
Smarcd3	0.181078347523117
4930519F09Rik	0.1810773984786854
Gm16861	0.18107694021105594
1700019D03Rik	0.18107693569941885
Gm10389	0.18107676232030684
Pspn	0.1810765153805029
Lrrc24	0.18107646990686305
Spry1	0.18107620900340218
H2-Q5	0.18107561375726083
Fam132a	0.18107501227311368
Tspan5	0.18101743441487725
Wdyhv1	0.18057488950901626
Zfp825	0.18012884515606514
Bbs1	0.18012826215184485
Bdkrb2	0.1798007445883176
Leng8	0.17973752727845255
Gtpbp6	0.17970155735247512
Zfp956	0.1796623796864463
Naprt1	0.17953292247447433
Ntn3	0.1790434698161557
Lims2	0.17891893619558763
Comtd1	0.1785709692479257
Nudt17	0.1784942991901192
Zfp763	0.17831684806818346
Rnd3	0.1780683303406205
H2afj	0.17797204665878386
Atp5e	0.17757584338941468
Grrp1	0.17756258822302204
Zfp428	0.17752127180482571
Plet1	0.17724352284410858
Rsl1	0.17702268439743726
Arhgef4	0.17685649969261288
C8g	0.17683780240793698
Sac3d1	0.17680573492037824
Kctd13	0.1764673436603728
Pde4c	0.17638243031501027
Crebzf	0.17591775871866852
5730408K05Rik	0.17578414671789633
Dmrta2	0.17578370540872174
Mier2	0.1754518000509675
Ddb2	0.17534126386950843
Gskip	0.17524502566162878
Tlr2	0.17522520189461968
A330023F24Rik	0.17507764004660253
Zfp438	0.17453321009630213
Ttc30a1	0.17453108811575863
Xrcc3	0.17436886225631124
Gm14420	0.17397745927451366
Acadvl	0.1730742218370831
Dact3	0.17285311692344388
Cebpb	0.17271934376287545
Zfp82	0.1726060396456321
Lgals7	0.1725152743672053
Psmc3ip	0.1725139438483017
Tmem202	0.17251243150072992
C87436	0.17207209403112395
Arid3b	0.1720549053618195
Col4a5	0.1719644966135785
Ankle1	0.17183106740452428
Abcb10	0.17173739776802388
Fam96b	0.1717178094700403
Fkbp7	0.17159792891929218
Zfp46	0.17113429703759206
Camk2a	0.17096250992843695
Iba57	0.17094062407950192
AW011738	0.1707584769183034
Zer1	0.1705956643252671
Wtip	0.17056974136373623
Rabl3	0.17049640027215865
Trim23	0.17006901891594212
Frat2	0.16970877460345388
Gatsl3	0.1694132980149791
Dlx2	0.16910501731935407
Stx4a	0.16892931044520434
Ccdc84	0.1689282196566995
2210016F16Rik	0.16875744664884082
Tnnt1	0.16869292729323943
Ccpg1os	0.16868767215756064
Rara	0.16860761820026657
Tmem39b	0.16841073150486993
Padi1	0.1682520203991656
Mreg	0.16804586099271723
Arhgef6	0.16792405720854547
Hnrnpa0	0.1676817327059132
Dapk2	0.16754708478928304
Icos	0.16747781403303108
Ch25h	0.16724524168630497
Fam171a2	0.16722239948931017
Setd4	0.16713520810820331
Rnasel	0.16668372119750824
Megf6	0.1665968246591052
H2-K2	0.16652827819443605
2310003H01Rik	0.16630075477069145
5430416N02Rik	0.16623268896416415
R3hdm4	0.16611399508750824
D3Ertd751e	0.1659907968421572
Tmem151a	0.16554244047389413
Ndufs7	0.16552610171576207
Athl1	0.16491623680939033
1600020E01Rik	0.16484805795136448
Scml4	0.16461149410425163
Gab1	0.16461036944739305
Degs2	0.1645764680504253
E4f1	0.16452497763554333
Fignl2	0.16451254553985034
Afmid	0.16440725822169755
Usp2	0.16435574711223996
Rps19bp1	0.16433813418729074
