GSM3357730	GSM3357729	GSM3357732	GSM3357731
1110046J04Rik	3.07233	2.17989	3.83029	3.04545
1110051M20Rik	3.23346	3.65194	3.65159	3.78788
1110054M08Rik	3.57441	3.24208	2.48308	2.68503
1110057K04Rik	15.9443	17.2786	13.77	13.6007
1110058L19Rik	24.375	26.3434	27.9696	26.4513
1110059E24Rik	37.1799	37.6821	35.7426	33.3238
1110059G10Rik	5.39154	5.24534	5.24607	4.49245
1110065P20Rik	14.278	12.1671	13.4189	13.6659
1190002F15Rik	18.0905	16.7132	13.9952	12.6881
1190002N15Rik	1.16872	1.29286	1.67885	1.38952
1190003K10Rik	0	0	0	0
1190005I06Rik	0.787523	0.785235	0.690112	0.757213
1190007I07Rik	10.5406	9.51323	9.48377	11.6119
1200014J11Rik	7.20117	7.11377	7.33317	7.19408
1300002E11Rik	11.4237	11.0275	9.27338	8.10736
1300002K09Rik	0	0.00765356	0.00633074	0.00513422
1300017J02Rik	0.0175409	0.0377126	0.0103982	0.0168658
1500004A13Rik	0.960002	0.91226	0.993541	1.16274
1500009C09Rik	0.0135848	0	0	0.0130612
1500009L16Rik	2.73279	2.2608	5.45794	5.21995
1500011B03Rik	10.219	8.79902	11.6005	9.13788
1500011K16Rik	32.1139	29.0149	34.5644	32.028
1500012F01Rik	121.255	116.173	103.548	95.1852
1500012K07Rik	0	0	0.0528438	0
1500015A07Rik	1.67398	1.50548	2.02358	1.81996
1500015L24Rik	0	0	0	0
1500015O10Rik	0	0	0.0314636	0
1500017E21Rik	8.31368	7.48865	6.52727	5.71994
1600002D24Rik	0.316592	0.173548	0.247954	0.190507
1600002H07Rik	15.5216	15.0107	13.4047	12.2582
1600002K03Rik	18.2265	18.9677	19.106	17.0965
1600010M07Rik	0.0880632	0.0631115	0	0
1600012H06Rik	21.1707	20.4515	22.8949	20.1527
1600014C10Rik	4.88793	4.26491	4.05482	4.73929
1600014C23Rik	0	0	0	0
1600014K23Rik	0	0	0	0
1600015I10Rik	0	0	0	0
1600016N20Rik	0.0492753	0.028251	0.0701045	0.0663303
1600019K03Rik	0.0663982	0.09517	0	0
1600020E01Rik	19.0021	16.9503	18.5542	17.3488
1600023N17Rik	0.158064	0.226556	0.133856	0.195403
1600025M17Rik	0	0	0	0
1600027J07Rik	0	0	0	0
1600029I14Rik	0	0	0	0
1600029O15Rik	0.0339476	0	0.0402482	0.0217607
1700001C02Rik	0	0	0	0
1700001C19Rik	0.38422	0.477287	0.652894	0.295547
1700001D01Rik	0	0	0	0
1700001F09Rik	0	0	0	0
1700001G11Rik	0.289093	0.0460404	0.190415	0.308852
1700001G17Rik	0.370995	0.265877	0.439848	0.356716
1700001J03Rik	0.0316184	0	0	0
1700001J11Rik	0.00802299	0.0114995	0.00951199	0.0154284
1700001K19Rik	0.121025	0.173467	0.0860915	0.116367
1700001K23Rik	0	0	0.0756789	0
1700001L05Rik	0.194234	0.237987	0.241425	0.183746
1700001L19Rik	0	0.0811469	0.0268487	0.0108871
1700001O22Rik	0.181543	0.210589	0.156783	0.347288
1700001P01Rik	0.129583	0.185733	0.204843	0.166127
1700003C15Rik	0	0	0	0
1700003D09Rik	0	0	0	0
1700003E16Rik	0.403401	0.267948	0.326623	0.416256
1700003E24Rik	0	0	0	0
1700003F12Rik	0.205829	0	0.406715	0.197907
1700003G13Rik	0	0	0	0
1700003G18Rik	0	0	0	0
1700003H04Rik	0	0	0	0
1700003L19Rik	0	0	0	0
1700003M02Rik	0	0	0.0142408	0
1700003M07Rik	0.0102142	0	0	0
1700003P14Rik	0	0	0	0
1700006A11Rik	0	0	0	0
1700006E09Rik	0	0	0	0
1700006F04Rik	0	0	0	0
1700006H21Rik	0	0.124414	0	0.12519
1700007B14Rik	0	0	0	0
1700007F19Rik	0	0	0	0
1700007G11Rik	0	0	0	0
1700007J10Rik	4.02363	4.70554	4.20078	3.67629
1700007K09Rik	0.0384419	0.110199	0	0
1700007K13Rik	0	0	0.0717276	0.0290855
1700007L15Rik	2.40634	2.34728	2.17932	1.70316
1700007P06Rik	0.146611	0.0840562	0	0.0845809
1700008F21Rik	0	0	0	0
1700008I05Rik	0	0	0	0
1700008J07Rik	1.76096	1.41392	1.36286	1.51289
1700008K24Rik	0	0	0	0
1700008O03Rik	0.0770273	0.0368016	0.0608819	0.0246875
1700008P02Rik	0	0	0	0
1700009C05Rik	0	0	0	0
1700009J07Rik	0	0	0	0
1700009N14Rik	0.0514883	0	0	0.0165022
1700009P17Rik	0.546843	0.564338	0.726132	0.441669
1700010B08Rik	0	0	0	0
1700010D01Rik	0	0	0	0
1700010I02Rik	0.1562	0	0	0.0750941
1700010I14Rik	0.130195	0.171061	0.0771792	0.0938883
1700010J16Rik	0	0	0	0
1700010K23Rik	0	0	0	0
1700011A15Rik	0	0	0	0
1700011B04Rik	0	0	0	0
1700011E24Rik	0	0.121383	0.0669357	0
1700011H14Rik	0	0	0	0.0362581
1700011I03Rik	0.0237929	0	0	0
1700011L22Rik	0	0.0672372	0.0278081	0
1700011M02Rik	0	0	0	0
1700012A03Rik	0	0	0	0
1700012B07Rik	0	0.0218542	0	0.0474955
1700012B09Rik	0.113171	0	0.268349	0.290174
1700012D01Rik	0.99782	1.00644	0.788671	1.10155
1700012D14Rik	0.341494	0.489471	0.303654	0.246263
1700012I11Rik	0	0	0	0
1700012L04Rik	0	0	0.200919	0
1700012P22Rik	0	0	0	0
1700013D24Rik	0	0	0	0
1700013F07Rik	0	0	0	0
1700013G24Rik	0	0.0312768	0	0
1700013H16Rik	0	0	0	0
1700015E13Rik	0	0	0	0
1700015F17Rik	0.0717243	0	0	0.103446
1700015G11Rik	0	0	0	0
1700016C15Rik	0.0332989	0.143184	0.118437	0
1700016D06Rik	0	0	0.0203288	0
1700016G22Rik	0.0466307	0.133674	0	0.134508
1700016H13Rik	0	0	0	0
1700016K19Rik	0.12659	0.0725776	0.210117	0.121718
1700016L04Rik	0.0514242	0	0	0
1700016L21Rik	0	0	0	0
1700016P04Rik	0	0	0	0
1700017B05Rik	15.9007	16.1903	13.5058	14.3507
1700017D01Rik	0	0	0	0
1700017G19Rik	0	0.0116487	0	0
1700017J07Rik	0	0.0969413	0	0
1700017N19Rik	0	0	0	0
1700018A04Rik	0	0	0	0
1700018B08Rik	0	0.029707	0.049145	0
1700018B24Rik	0	0	0	0
1700018C11Rik	0	0	0	0
1700018F24Rik	0	0	0	0
1700018G05Rik	0	0	0	0
1700018L02Rik	3.04665	3.11917	3.50888	3.34788
1700019A02Rik	0	0	0	0
1700019B03Rik	0.141782	0.147795	0.122251	0.173504
1700019B21Rik	0.0930217	0	0	0
1700019D03Rik	0.374539	0.33036	0.375735	0.498633
1700019E08Rik	0	0	0	0
1700019G17Rik	0.192122	0.0843919	0.164418	0.112375
1700019G24Rik	0	0.0836255	0	0.056058
1700019L03Rik	2.17293	2.05275	2.26882	2.01808
1700019M22Rik	0	0	0	0
1700019N19Rik	0	0	0	0
1700019O17Rik	0.011972	0	0	0
1700020A23Rik	0.0564874	0.0809663	0	0.0350351
1700020D05Rik	0.712832	0.989789	0.792307	0.856745
1700020G17Rik	0	0	0	0
1700020I14Rik	42.6223	41.8613	27.2967	26.7875
1700020L24Rik	3.22113	3.32848	3.93737	3.40928
1700020M21Rik	0.165687	0.237482	0.0982183	0.278792
1700020N01Rik	0.0635553	0.0303651	0.100467	0
1700020N15Rik	0	0	0	0
1700020N18Rik	0	0	0	0
1700021F05Rik	22.4944	25.8309	24.8395	24.9232
1700021F07Rik	0	0	0	0
1700021K19Rik	11.7297	11.9563	12.0081	12.547
1700021N21Rik	0	0.0371163	0	0
1700022A21Rik	0	0	0	0
1700022A22Rik	0	0	0	0
1700022E09Rik	0	0	0	0
1700022H16Rik	0	0	0	0
1700022I11Rik	0.0154735	0.00739283	0	0
1700023C21Rik	0	0	0	0
1700023E05Rik	0	0	0	0
1700023F02Rik	0	0	0	0
1700023F06Rik	0	0	0	0
1700023L04Rik	0.158462	0	0.18947	0.228544
1700024B18Rik	0	0	0	0
1700024F13Rik	0.117059	0.167784	0.138785	0.337662
1700024G13Rik	0	0	0	0
1700024P04Rik	0	0	0	0
1700024P16Rik	0	0	0	0
1700025B11Rik	0.781717	0.672272	1.11216	1.1525
1700025C18Rik	0	0	0	0
1700025F22Rik	0	0	0	0
1700025F24Rik	0	0.0377075	0	0.0505905
1700025G04Rik	0.384286	0.37902	0.586424	0.598144
1700025K24Rik	0	0	0	0
1700025M24Rik	0	0.0700715	0	0
1700025N23Rik	0.0260065	0.0372757	0.0308331	0.0250056
1700026D08Rik	0.083296	0.023878	0.158008	0.336378
1700026D11Rik	0	0	0	0
1700026F02Rik	0	0	0	0
1700026L06Rik	0	0.111378	0	0
1700027A15Rik	0.0854374	0	0.101294	0.246447
1700027F09Rik	0.0322928	0.0462859	0.038286	0
1700027H10Rik	0	0	0	0.0460176
1700027I24Rik	0	0	0	0
1700027J07Rik	0	0	0	0
1700028B04Rik	0	0	0	0
1700028D13Rik	0	0	0	0
1700028E10Rik	0.0237929	0.102309	0.0282086	0.0673015
1700028I16Rik	0.0213093	0.0305431	0.101057	0.0204892
1700028J19Rik	0.40637	0.370656	0.591287	0.40849
1700028K03Rik	0.138186	0.108035	0.156385	0.12079
1700028M03Rik	0	0	0	0
1700028P14Rik	0	0	0	0
1700028P15Rik	0	0	0	0
1700029B22Rik	0	0	0	0
1700029F12Rik	0	0	0	0
1700029H14Rik	0.0797124	0.0457004	0.0525978	0.0613149
1700029I15Rik	0.789497	1.45492	0.802304	1.952
1700029J03Rik	0	0	0	0
1700029J07Rik	0.128929	0.184796	0.195317	0.268594
1700029M20Rik	0	0	0	0
1700029N11Rik	0	0	0	0.0483074
1700029P11Rik	0.243543	0.253873	0.341241	0.276746
1700030A11Rik	0	0	0	0
1700030C10Rik	0.44209	0.58228	0.694129	0.700799
1700030F04Rik	0	0	0	0
1700030F18Rik	0	0	0	0
1700030J22Rik	0.282289	0.159963	0.171231	0.214615
1700030K09Rik	3.63606	3.47833	3.85557	3.59039
1700030L20Rik	0.348674	0.466445	0.385826	0.268204
1700030M09Rik	0	0	0	0
1700030N03Rik	0	0	0	0
1700030O20Rik	0	0	0	0
1700031A10Rik	0	0	0.142771	0.0385956
1700031F05Rik	0	0	0	0
1700031M16Rik	0	0	0	0
1700031P21Rik	0	0	0	0
1700034E13Rik	0	0	0	0
1700034F02Rik	0.074344	0.133395	0.12135	0.143194
1700034G24Rik	0	0	0	0
1700034H15Rik	0.187868	0.181604	0.181296	0.138629
1700034I23Rik	0	0	0	0
1700034J05Rik	0.00993492	0.0284801	0	0.00955246
1700034K08Rik	0	0	0	0
1700034O15Rik	0	0	0	0
1700034P13Rik	3.73058	3.81361	3.08771	3.966
1700036G14Rik	0	0	0	0
1700037C18Rik	1.52487	1.51537	0.843677	0.68422
1700037H04Rik	20.4521	19.6013	20.0748	21.0116
1700039E15Rik	0	0	0	0.0114284
1700039E22Rik	0	0	0	0
1700040L02Rik	0	0	0.02082	0
1700041C23Rik	0	0	0	0
1700041M19Rik	0	0	0	0
1700042B14Rik	0	0	0	0.0204892
1700042G07Rik	0	0	0.11412	0.092551
1700042G15Rik	0	0	0	0
1700042O10Rik	0.667035	0.746934	1.43338	1.54328
1700044C05Rik	0	0	0	0
1700044K03Rik	0	0	0	0
1700045H11Rik	0	0.0668369	0	0
1700046C09Rik	0	0	0	0
1700047A11Rik	0	0	0	0
1700047E10Rik	0.348794	0.357096	0	0.14373
1700047G03Rik	0	0	0	0
1700047L14Rik	0	0	0	0
1700047M11Rik	0	0	0	0
1700048M11Rik	0.194921	0.372512	0.231096	0.499783
1700048O20Rik	0.0110475	0	0	0.0424893
1700049E15Rik	0	0	0	0
1700049E22Rik	0	0	0	0
1700049G17Rik	0.465722	0.478309	0.41303	0.41959
1700049L16Rik	0	0	0	0
1700051A21Rik	0	0	0	0
1700052I22Rik	0	0	0	0
1700052K11Rik	2.04745	1.55572	1.41357	1.5259
1700052N19Rik	11.1716	12.3557	14.4424	14.1826
1700054A03Rik	0	0	0	0
1700054K19Rik	0	0	0	0
1700054M17Rik	0	0	0	0
1700054O13Rik	0	0	0	0
1700055C04Rik	0.119306	0	0	0.229428
1700055N04Rik	0	0	0	0.00972906
1700056E22Rik	0.452065	0.341029	0.310295	0.251648
1700057G04Rik	0	0	0.0253832	0.0617573
1700057H15Rik	0	0	0	0
1700060C16Rik	0	0	0	0
1700060C20Rik	0	0	0	0
1700061F12Rik	0	0	0	0
1700061G19Rik	0.0887624	0.0693955	0.181771	0.116381
1700061I17Rik	0.0206628	0.0148082	0	0.0298013
1700063A18Rik	0	0	0	0
1700063D05Rik	0.898327	0.875562	1.10765	0.621901
1700063O14Rik	0	0	0	0
1700064J06Rik	0	0	0	0
1700064M15Rik	0	0	0	0
1700065D16Rik	0	0.165005	0	0.166042
1700065I16Rik	0	0	0	0
1700065J11Rik	0	0	0	0
1700065J18Rik	0	0	0	0
1700065L07Rik	0	0	0	0
1700065O20Rik	0	0	0	0
1700066B17Rik	0.0554548	0	0	0
1700066B19Rik	1.14513	0.996124	0.955041	1.08587
1700066M21Rik	4.84099	4.59793	4.61767	4.13125
1700066N21Rik	0	0	0	0
1700066O22Rik	0	0	0	0
1700067G17Rik	0	0	0	0
1700067K01Rik	0.515795	0.532296	0.171226	0.297566
1700067P10Rik	0	0	0	0
1700069L16Rik	1.12505	1.50852	1.4199	1.36091
1700069P05Rik	0	0	0	0
1700071K01Rik	0	0	0	0
1700071M16Rik	0.912213	0.687984	0.455207	0.461419
1700072B07Rik	0	0	0	0
1700072O05Rik	0	0	0	0
1700073E17Rik	0	0	0	0
1700074H08Rik	0	0	0	0
1700074P13Rik	0	0	0	0
1700080E11Rik	0	0	0	0
1700080N15Rik	0	0	0	0
1700080O16Rik	0	0	0	0
1700081H04Rik	0	0	0	0
1700084C01Rik	0	0	0	0
1700084E18Rik	2.0482	1.12913	1.77455	2.12086
1700084F23Rik	0	0	0	0
1700084J12Rik	0	0	0	0
1700085C21Rik	0	0	0	0
1700086L19Rik	0	0	0	0
1700086O06Rik	3.45413	4.04016	3.5509	3.44211
1700088E04Rik	42.6343	45.0562	26.4535	27.512
1700091H14Rik	0.0766865	0.0659499	0.14547	0.073735
1700092C02Rik	0	0	0	0
1700092C10Rik	0	0	0	0
1700092E19Rik	0	0	0	0
1700092K14Rik	0	0	0	0
1700092M07Rik	0.924569	1.03072	0.974365	0.49388
1700093K21Rik	0	0	0	0
1700094D03Rik	1.22524	0.73807	1.10251	1.02058
1700094J05Rik	1.53386	1.70631	1.4114	1.73898
1700094M24Rik	0	0	0	0
1700095A21Rik	0	0	0	0
1700095B10Rik	0	0	0	0
1700096J18Rik	0.0724912	0.415613	0.085945	0.209104
1700096K18Rik	2.04207	2.09068	1.85038	1.82323
1700097N02Rik	0.0283168	0.0405871	0.0671443	0.136135
1700100L14Rik	0	0	0	0
1700101E01Rik	0	0.0357901	0	0.024009
1700101I11Rik	0.120597	0.259282	0.250214	0.231912
1700101O22Rik	0	0	0	0
1700102H20Rik	0.274312	0.655302	0.975675	0.879189
1700102P08Rik	0.142163	0.0873278	0.313015	0.156218
1700104L18Rik	0	0	0	0
1700105P06Rik	0.20668	0.222179	0.245037	0.298087
1700106J16Rik	0	0	0	0
1700108F19Rik	0.0546738	0.15673	0.129642	0.0788542
1700108J01Rik	0	0	0	0
1700109G14Rik	0	0.0437951	0	0.0587579
1700109G15Rik	0	0	0	0
1700109H08Rik	0.355117	0.305398	0.294716	0.375594
1700109I08Rik	0	0	0	0
1700109K24Rik	0.819767	1.23368	1.19061	1.16261
1700110C19Rik	0.0350324	0.150638	0.124602	0.0336841
1700110I01Rik	0	0	0	0
1700110K17Rik	0	0	0	0
1700111N16Rik	0	0	0	0
1700112E06Rik	0.0256758	0	0.0608819	0
1700112H15Rik	0	0	0	0
1700112J05Rik	0.0304525	0.0872965	0.0722085	0.175683
1700113A16Rik	8.94896	8.45095	9.36648	10.3299
1700113H08Rik	0	0.0228513	0.0189018	0
1700119H24Rik	0.0949676	0.0680596	0	0.0456562
1700120C14Rik	1.27821	1.83209	1.16572	1.60717
1700120E14Rik	0	0	0	0
1700120G07Rik	0	0	0	0
1700120K04Rik	0.320973	0.230029	0.317119	0.205746
1700121L16Rik	0	0	0	0
1700121N20Rik	0	0	0	0
1700122O11Rik	0	0	0	0
1700123I01Rik	0.0128892	0.0369489	0.0152814	0.0867521
1700123K08Rik	0	0	0	0
1700123L14Rik	0	0	0	0
1700123M08Rik	0.442308	0.452836	0.699196	0.60755
1700123O12Rik	0	0	0	0
1700123O20Rik	25.4811	26.0479	25.2263	22.2203
1700123O21Rik	0	0	0	0
1700124L16Rik	0.379716	0	0.150063	0
1700125G02Rik	0	0	0	0
1700125G22Rik	0	0	0.0327554	0
1700125H03Rik	0.259894	0.278463	0.154064	0.339621
1700125H20Rik	0	0.0337493	0.0279162	0.0679199
1700126H18Rik	0	0	0	0
1700128A07Rik	0	0.0793199	0.0328052	0
1700128F08Rik	0	0.028724	0	0
1700129C05Rik	0	0	0	0
1810006J02Rik	0.146956	0.0877649	0.203268	0.176625
1810007C17Rik	0	0	0	0
1810007D17Rik	0	0	0	0
1810008I18Rik	0	0.10681	0.0441745	0.0358254
1810009A15Rik	112.394	114.657	108.55	101.816
1810009J06Rik	0	0	0	0
1810010D01Rik	0	0	0.0294424	0
1810010H24Rik	0.101431	0.0872303	0.19241	0.156044
1810011H11Rik	0	0	0	0
1810011O10Rik	285.902	276.464	226.561	209.318
1810012K16Rik	0.107307	0.538319	0.63611	0.412707
1810013A23Rik	0	0.121887	0	0.0817654
1810013L24Rik	13.5613	13.6784	13.4736	13.1341
1810014B01Rik	2.03926	1.87508	1.35332	1.22086
1810018F18Rik	0	0	0	0
1810019D21Rik	0.172926	0.155324	0.0734132	0.119085
1810020O05Rik	0.06461	0	0.076601	0.0207078
1810021B22Rik	0.806373	0.982423	0.66922	0.775337
1810022K09Rik	162.017	162.279	182.607	120.349
1810024B03Rik	0.0512945	0.0490143	0.0202714	0.0164401
1810026B05Rik	3.4927	3.33067	2.62738	2.54129
1810026J23Rik	12.0959	11.7367	14.0649	14.4628
1810030O07Rik	17.075	19.9442	19.0799	18.365
1810032O08Rik	12.2774	9.96877	9.44034	9.23229
1810034E14Rik	0.318231	0.407257	0.51204	0.404335
1810037I17Rik	39.3183	38.7952	46.0857	41.174
1810041L15Rik	0.0095399	0	0	0
1810043G02Rik	5.58719	5.04222	3.30484	3.52291
1810043H04Rik	36.0083	32.3468	29.6466	32.2782
1810044D09Rik	2.05708	1.75065	1.98158	1.48343
1810046K07Rik	0	0	0	0
1810053B23Rik	0	0	0	0
1810055G02Rik	23.8014	23.2088	30.0667	28.0473
1810058I24Rik	71.1423	70.4137	74.4784	75.3677
1810062G17Rik	0.539191	0.883239	1.27852	0.987502
1810062O18Rik	0.862609	0.665752	1.41605	0.765608
1810064F22Rik	0.0173152	0	0.0205487	0
1810065E05Rik	0	0	0	0
2010001E11Rik	0.0523698	0.0375314	0.103482	0.0419618
2010002M12Rik	0.103442	0.10708	0.204399	0.215498
2010003K11Rik	0.075419	0.0270249	0	0
2010005H15Rik	0	0.0802191	0	0
2010009K17Rik	0	0	0.0587531	0.0476486
2010010A06Rik	0	0	0	0
2010012O05Rik	9.07244	8.83197	8.93256	8.59041
2010015L04Rik	0.601291	0.487128	0.718369	0.959678
2010016I18Rik	0.0670767	0.0192627	0.0477274	0.0258099
2010106C02Rik	0.160208	0.114815	0.0474853	0.115531
2010106E10Rik	0	0	0	0
2010107E04Rik	330.253	337.586	353.002	299.219
2010107G12Rik	0.0464771	0.0666166	0.132247	0.0446883
2010107G23Rik	0.202192	0.187521	0.126909	0.205846
2010109A12Rik	0.105439	0	0.125007	0
2010109I03Rik	0.0971245	0.0773393	0.127944	0.16602
2010111I01Rik	70.778	64.6218	84.7516	78.5177
2010204K13Rik	3.47358	2.40986	3.30166	4.34421
2010300C02Rik	4.69783	4.80427	3.5128	3.71866
2010308F09Rik	0	0	0.0801853	0.130061
2010310C07Rik	0.0283168	0.121761	0.0671443	0
2010315B03Rik	2.28579	2.23014	2.58512	2.57928
2010320M18Rik	5.73616	4.51956	5.52809	4.70904
2200002D01Rik	64.3857	67.1556	67.5381	58.8007
2200002J24Rik	0	0	0	0
2210010C04Rik	0.00937213	0	0.022223	0
2210011C24Rik	0	0.111033	0	0
2210013O21Rik	70.267	70.4687	66.3427	70.6409
2210015D19Rik	3.6524	4.34399	4.73827	3.80003
2210016F16Rik	8.59668	7.64768	7.98756	7.77881
2210016L21Rik	27.7588	27.7998	28.4351	28.8651
2210018M11Rik	8.25343	8.52896	9.07293	8.92144
2210019I11Rik	0	0	0	0.0282082
2210039B01Rik	0.761	0.498632	0.953791	0.334496
2210404O09Rik	2.44941	2.23296	2.9467	2.58026
2210407C18Rik	0	0	0.0318827	0
2210408F21Rik	18.1548	17.0915	17.851	15.0645
2210408I21Rik	1.47672	1.72444	1.57335	1.3532
2210409D07Rik	0	0	0	0
2210409E12Rik	0	0	0	0
2210414B05Rik	0	0	0	0
2210416O15Rik	0.284098	0.201208	0.202003	0.218679
2210417A02Rik	0.524152	0.225384	0.62143	0.503978
2210420H20Rik	0	0	0	0
2300002M23Rik	0	0	0	0
2300003K06Rik	0	0	0	0
2300005B03Rik	0.06971	0.0999168	0	0.134054
2300009A05Rik	11.1877	12.2741	15.0107	13.8116
2310001H17Rik	3.72485	2.91234	3.61709	3.1075
2310001K24Rik	0	0.101871	0.084264	0
2310002D06Rik	0	0	0	0
2310002F09Rik	0.0231884	0.0110788	0.018328	0.00743197
2310002J15Rik	0	0.045084	0	0.0604871
2310002L09Rik	0	0	0	0
2310003H01Rik	8.38868	7.47536	9.08292	9.88826
2310005A03Rik	0	0	0	0
2310005E17Rik	0	0	0	0
2310005G13Rik	0.114206	0.0363765	0.135402	0.0854082
2310007B03Rik	0	0	0	0
2310007L24Rik	0.217172	0.355745	0.367824	0.149152
2310008N11Rik	0.100761	0	0.119461	0
2310009A05Rik	19.5138	19.3982	20.2248	17.4917
2310009B15Rik	9.3406	7.79201	14.0624	10.3592
2310010J17Rik	1.64742	1.33266	2.32713	1.9944
2310011J03Rik	24.8771	22.4712	21.4731	20.9915
2310014L17Rik	0.448897	0.591941	0.525112	0.529453
2310015A10Rik	0.755477	0.791092	0.807511	0.801675
2310015B20Rik	0.0758187	0	0.17978	0
2310015D24Rik	0	0	0	0
2310016D03Rik	0	0	0	0
2310020H05Rik	0	0	0	0
2310022A10Rik	10.8978	10.6106	12.5192	12.8418
2310022B05Rik	25.647	25.1727	28.6579	31.0599
2310030A07Rik	0	0	0	0
2310030G06Rik	0.0174933	0	0.0622195	0.01682
2310033P09Rik	19.1736	19.1244	15.6944	15.0515
2310034C09Rik	0	0	0	0
2310034G01Rik	1.39849	1.15815	1.43697	1.55384
2310034O05Rik	0	0	0	0
2310035C23Rik	7.31426	7.33569	6.6543	7.04152
2310036O22Rik	135.43	137.049	129.127	134.276
2310039H08Rik	15.3738	13.8066	16.1094	16.0089
2310039L15Rik	1.73971	1.84049	2.11169	2.23034
2310040G24Rik	0.678153	0.375572	0.68258	0.650808
2310042E22Rik	0	0	0.019897	0
2310043L19Rik	0	0	0	0.0706368
2310043O21Rik	0.174018	0.249424	0.257892	0.04183
2310045N01Rik	22.171	24.6871	17.2161	16.2525
2310047M10Rik	10.1038	9.46465	9.40536	9.27785
2310050C09Rik	0	0	0	0
2310057J18Rik	0	0	0	0
2310057M21Rik	6.14483	5.40109	5.48537	5.96046
2310057N15Rik	0	0	0	0
2310061I04Rik	36.2809	33.4623	35.9699	36.4349
2310061J03Rik	0.744743	1.13559	0.807815	0.807493
2310061N02Rik	0	0	0	0
2310065F04Rik	0	0	0	0
2310067B10Rik	10.0425	10.259	10.7107	11.8504
2310068J16Rik	0.257593	0.227037	0.305321	0.476199
2310069B03Rik	0.0111629	0	0	0.0214665
2310069G16Rik	0.055172	0	0.0654113	0.0795742
2310079G19Rik	0	0	0	0
2310081J21Rik	0	0	0	0
2410002F23Rik	28.5515	28.3756	30.7137	32.1476
2410003L11Rik	0	0	0.0527145	0
2410004B18Rik	24.9825	23.1183	22.3888	20.5571
2410004I01Rik	0.0484099	0	0.172183	0.232733
2410004N09Rik	48.1305	51.5497	50.0443	38.8831
2410004P03Rik	0.596035	0.773699	1.28332	1.09065
2410006H16Rik	232.157	230.16	219.81	188.572
2410007B07Rik	0	0	0.0260273	0.0211081
2410012E07Rik	0	0	0	0
2410012M07Rik	0	0	0	0
2410015M20Rik	77.4012	75.9119	75.834	66.5999
2410016O06Rik	13.9069	12.6769	14.7587	15.8666
2410017I17Rik	0	0	0	0
2410018L13Rik	0.301904	0.389453	0.286348	0.333827
2410021H03Rik	0	0	0	0.0312722
2410076I21Rik	0.0534671	0.0383178	0.0633901	0.154228
2410088K16Rik	0.799701	0.955191	0.869109	0.704845
2410089E03Rik	2.77344	3.02899	2.90416	3.27593
2410114N07Rik	0	0.0348327	0.0288123	0
2410124H12Rik	0	0	0	0
2410127L17Rik	33.4719	33.141	30.1133	28.8387
2410131K14Rik	5.14144	4.65599	4.99529	5.44642
2410137M14Rik	0.0823825	0.0787205	0.0651147	0.13202
